#{"t_start": 1781271230.8729455, "env_id": "None"}
r,l,t
-17.150002,40,34.537527
-30.06,2,34.537527
-29.33,59,34.542117
-4.9299984,101,34.551795
-29.68,24,34.596049
-30.04,5,34.615622
-3.2600002,74,34.619642
-29.66,27,34.647068
-29.55,71,34.647068
-29.97,29,34.664155
-30.0,16,34.677892
-29.05,70,34.692308
-29.79,40,34.692308
-30.14,20,34.698455
-29.99,15,34.706656
-30.06,22,34.731632
-28.869999,52,34.738794
-30.06,2,34.738794
-30.04,20,34.755355
-29.96,12,34.782696
-30.01,2,34.790609
-29.56,26,34.79463
-29.59,27,34.806252
-29.51,37,34.830279
-17.67,19,34.862561
-30.04,5,62.41698
-29.73,39,62.430932
-29.65,26,62.434994
-17.099998,57,62.478654
-29.62,33,62.483485
-29.49,55,62.518718
-29.74,15,62.532695
-29.23,37,62.543074
-29.54,35,62.549672
-28.06,100,62.55559
-29.96,12,62.582243
-29.85,31,62.630173
-29.77,23,62.652874
-29.29,55,62.656413
-29.55,35,62.660408
-29.48,44,62.660408
-27.449999,126,62.664066
-29.7,36,62.672069
-29.97,3,62.676268
-29.94,5,62.690681
-17.760002,18,62.726582
-29.3,88,62.731322
-29.78,39,62.802156
-29.16,46,62.830773
-29.56,42,62.830773
-29.5,56,62.836091
-30.11,7,62.857508
-30.0,1,62.861738
-29.58,49,62.873076
-28.14,65,62.895096
-29.97,18,62.929216
-29.33,58,62.944079
-30.3,21,63.024591
-29.4,31,63.049068
-28.369999,76,63.091108
-28.66,68,63.091108
-29.3,81,63.142301
-29.66,77,63.165529
-29.63,39,63.173326
-29.73,9,63.176648
-29.14,120,63.18469
-29.73,39,63.235634
-16.76,100,63.271401
-29.8,26,63.278928
-30.02,18,63.301149
-29.26,57,63.301149
-29.06,41,63.321312
-29.61,27,63.40206
-29.77,33,63.423188
-29.71,42,63.427988
-28.98,104,63.435733
-28.58,70,63.435733
-29.16,72,63.440093
-30.06,12,63.448392
-29.96,42,63.472675
-30.01,12,63.491125
-30.04,25,63.516959
-29.48,29,63.542375
-29.94,30,63.549872
-29.83,9,63.549872
-16.910002,84,63.589703
-30.01,2,63.597901
-28.94,49,63.60968
-29.93,19,63.613271
-29.77,18,63.61729
-17.189999,41,63.64292
-29.53,29,63.658537
-29.87,13,63.665543
-30.0,16,63.702298
-29.97,28,63.713644
-29.2,33,63.722562
-29.68,19,63.729767
-30.1,6,63.753237
-29.61,17,63.770407
-16.51,97,63.801031
-29.85,11,63.812348
-29.87,18,63.824029
-17.61,28,63.832567
-29.78,39,63.869296
-29.9,21,63.907119
-6.1399994,67,63.926322
-30.06,7,63.935332
-17.5,42,63.980275
-29.97,13,63.980366
-28.72,138,64.005121
-29.93,9,64.045286
-29.85,31,64.11604
-29.46,46,64.133765
-28.85,131,64.143411
-29.55,66,64.14837
-29.82,43,64.170089
-29.9,6,64.170089
-30.01,2,64.181014
-16.100002,105,64.24305
-30.36,46,64.247702
-17.74,26,64.247702
-29.6,34,64.265569
-29.74,20,64.265569
-29.97,3,64.280622
-29.48,32,64.288795
-17.68,20,64.33021
-29.81,17,64.338394
-29.45,42,64.351143
-29.82,28,95.31924
-29.75,36,95.323509
-30.06,2,95.327309
-29.52,28,95.358331
-29.42,148,95.371275
-29.7,24,95.410439
-29.92,13,95.418421
-36.790005,67,95.431529
-29.62,49,95.443162
-28.33,63,95.450379
-29.51,42,95.470227
-29.91,12,95.474611
-29.58,59,95.488004
-30.08,24,95.502771
-29.79,10,95.511984
-17.44,31,95.5529
-30.01,32,95.5649
-30.08,19,95.580083
-29.21,62,95.584081
-29.93,9,95.587879
-30.09,5,95.601863
-29.33,51,95.671434
-29.67,43,95.745828
-29.88,30,95.768317
-29.6,61,95.786541
-29.99,20,95.812957
-30.14,10,95.820527
-28.99,120,95.826525
-30.03,4,95.826525
-28.99,95,95.830878
-29.73,19,95.834873
-30.01,12,95.866442
-29.039999,86,95.876928
-29.66,23,95.896434
-29.84,28,95.929903
-30.25,16,95.934123
-29.74,20,95.93834
-29.66,32,95.942779
-28.48,139,95.953926
-28.93,60,96.04376
-29.74,35,96.062814
-29.63,37,96.076854
-29.71,17,96.138903
-29.239998,184,96.219362
-29.63,43,96.225032
-28.99,77,96.229481
-29.81,92,96.244771
-29.84,10,96.266095
-30.06,2,96.275317
-28.83,92,96.294228
-29.99,5,96.314065
-29.76,12,96.323943
-16.260004,96,96.323943
-29.619999,33,96.355854
-29.78,62,96.383062
-29.56,37,96.396538
-29.369999,48,96.50307
-29.72,49,96.547741
-29.519999,143,96.6004
-17.7,27,96.653713
-4.9200096,73,96.680392
-28.05,98,96.705049
-29.9,16,96.713049
-29.029999,114,96.762413
-29.93,24,96.79637
-29.67,84,96.814491
-29.31,42,96.84876
-30.15,167,96.862009
-29.93,4,96.874727
-17.600002,32,96.902488
-30.09,30,96.915858
-3.6500015,48,96.923174
-29.86,17,96.972457
-17.54,31,97.002887
-29.279999,52,97.018225
-29.63,49,97.033334
-17.79,11,97.070565
-17.810001,23,97.079349
-27.46,200,97.097452
-29.45,46,97.129677
-29.69,43,127.899243
-29.61,37,127.903243
-29.39,54,127.945666
-27.789999,200,127.970886
-16.730007,81,127.979095
-16.340012,114,127.989473
-29.75,11,128.008572
-27.89,200,128.037147
-17.39,41,128.044071
-17.44,46,128.058767
-16.740002,87,128.104719
-17.550003,37,128.115693
-29.8,21,128.120549
-4.7299995,25,128.149504
-29.789999,55,128.169415
-30.01,2,128.175423
-29.81,22,128.249659
-30.47,53,128.328176
-17.130005,95,128.334803
-29.32,65,128.342603
-30.05,6,128.370465
-29.73,89,128.429345
-29.54,29,128.448725
-29.63,19,128.497153
-29.78,14,128.497153
-29.99,5,128.515992
-29.98,4,128.532413
-15.790003,181,128.597221
-29.71,37,128.633939
-27.92,143,128.637677
-27.54,166,128.641962
-29.75,31,128.645863
-3.0699997,85,128.660135
-27.96,133,128.739921
-29.18,60,128.811595
-29.05,61,128.854633
-29.17,74,128.899778
-29.69,75,128.915348
-29.84,50,128.923449
-29.34,75,128.93125
-30.7,36,128.9479
-17.590002,27,129.004174
-29.54,30,129.037246
-29.89,15,129.059039
-29.51,36,129.068274
-29.93,9,129.093895
-29.94,15,129.093895
-27.88,199,129.108774
-16.98,68,129.112981
-29.87,8,129.137318
-29.78,19,129.163937
-16.720001,82,129.221609
-29.18,161,129.232331
-29.47,43,129.269323
-29.4,59,129.28356
-30.0,1,129.287348
-28.85,96,129.301934
-29.05,60,129.441123
-29.23,69,129.506027
-29.06,132,129.557681
-29.73,91,129.598536
-15.850007,133,129.602819
-17.310001,33,129.619999
-29.71,27,162.238335
-27.460001,187,162.361174
-29.87,18,162.425364
-27.11,200,162.46525
-15.090004,180,162.472461
-27.73,146,162.496899
-49.08001,97,162.508563
-29.73,26,162.557498
-30.1,36,162.680257
-17.04,158,162.697936
9.149994,94,162.75101
-29.53,24,162.777889
-28.19,200,162.798509
-29.78,24,162.857058
-30.91,106,162.868119
-29.26,62,162.890468
-29.56,32,162.908259
-27.94,200,162.936674
-30.25,21,162.945505
-29.45,66,162.984114
-29.89,25,163.003617
-17.580002,30,163.003617
-29.07,55,163.163178
-29.09,42,163.171515
-16.89001,65,163.195249
-28.17,200,163.226914
-30.04,5,163.247584
-2.7599945,71,163.294051
-15.830005,230,163.324179
-3.5999985,95,163.374933
-29.48,49,163.405143
-16.83,63,163.437768
-15.79,94,163.561307
-29.58,49,163.58353
-28.84,53,163.629031
-28.06,200,163.682065
-29.53,39,163.733956
-17.55,32,163.771821
-30.07,3,163.784359
-28.09,85,163.80522
-29.81,37,163.838339
-27.2,142,163.898173
-29.54,42,163.907296
-30.02,3,163.920014
-17.720009,49,163.991587
-50.16,163,164.023947
-30.27,58,164.057352
-27.98,200,164.106819
-29.029999,67,164.129626
-29.019999,128,164.138088
-17.7,12,164.159791
-29.85,6,164.164111
-28.93,70,196.671136
-16.689999,81,196.730546
-30.07,26,196.757695
-30.16,87,196.811341
-29.34,80,196.815885
-17.030003,85,196.829396
-29.55,41,196.96252
-16.02,162,196.971103
-27.18,200,197.03265
-27.35,200,197.05343
-28.9,102,197.102751
-29.87,28,197.200691
-17.440006,76,197.24835
-29.17,93,197.299926
-26.120003,168,197.361266
-2.2800045,159,197.396701
-29.74,25,197.480494
-2.1399956,133,197.498017
-29.33,200,197.518607
-28.48,88,197.545961
-28.58,182,197.679049
-16.780003,85,197.769323
-15.9700165,123,197.778784
-28.949999,78,197.813255
-29.88,44,197.835126
-31.079998,194,197.867107
-29.99,15,197.867107
-49.699997,27,197.874729
-30.0,1,197.878731
-28.61,115,197.919907
-29.64,60,197.988907
-27.630001,200,197.993966
-29.76,31,197.993966
-29.65,41,198.018266
-3.9400024,53,198.030185
-17.380001,70,198.125976
-3.749998,50,198.200361
-27.66,200,198.208355
-17.329998,85,198.229956
-28.73,71,198.288561
-29.57,53,232.933417
-29.82,118,232.951611
-30.06,2,232.959168
-17.61,151,233.058542
-28.73,124,233.088356
-17.690002,61,233.130435
-29.57,200,233.219373
-30.51,71,233.298693
-27.140001,200,233.42995
-16.820002,99,233.437665
-28.72,200,233.518303
-15.790014,231,233.573029
-29.63,54,233.635094
-29.08,200,233.663156
-30.439999,95,233.785172
-17.390003,41,233.793888
-18.950005,194,233.844361
-16.700005,95,233.933774
-29.15,170,233.937798
-26.75,200,233.964278
-29.3,56,234.048207
-17.450005,39,234.072249
-15.810023,105,234.164081
-27.89,103,234.164081
-1.9199924,208,234.26958
-1.7000046,206,234.393981
-28.969997,200,234.625934
-28.89,200,234.650755
-17.86,158,234.708512
-28.26,200,263.438568
-28.17,200,263.458608
-29.009998,200,263.5481
-2.4499874,245,263.840994
-28.85,141,263.868773
-16.870008,112,263.879516
-16.600004,98,263.9375
-28.269999,200,264.103207
-28.9,200,264.203338
-2.699997,197,264.223468
-29.84,30,264.231832
-2.3399544,300,264.248415
-28.69,90,264.272648
-17.35,27,264.315409
-4.840006,115,264.365429
-29.98,14,264.369751
-28.11,200,264.653258
-27.970001,200,264.722315
-29.449999,156,264.799013
-15.860004,126,264.812631
-27.43,200,264.942453
-28.789999,200,264.967353
-28.02,200,264.988508
-28.22,200,265.084135
-29.83,24,265.183468
-29.07,117,265.266818
7.9400864,135,265.319371
-30.73,99,265.36564
-29.98,24,296.021272
-28.71,200,296.042839
-17.230003,145,296.075785
-2.2100048,244,296.119038
-28.449999,80,296.291747
-2.5799904,158,296.318234
-49.54,170,296.480259
10.460079,267,296.53287
-28.75,200,296.53287
-27.4,200,296.766221
-30.31,200,296.828167
-15.910008,250,296.944639
-29.98,200,297.038861
-12.039991,197,297.058676
-28.609999,200,297.241401
-30.25,56,297.268668
-32.46,200,297.30599
-3.8000069,213,297.355287
-16.420006,134,297.566406
-28.23,200,297.575698
-30.26,200,297.626856
-30.07,18,297.703811
-28.789999,200,297.743502
-17.280005,63,297.838929
-29.079998,200,327.587199
-29.13,200,327.639037
-28.31,200,327.681538
-15.22001,250,327.776386
-28.72,200,327.870199
-15.990008,171,327.921537
-16.840004,181,328.053944
-15.160011,250,328.195879
-16.53001,162,328.253704
-29.09,105,328.323986
-29.84,200,328.332589
-16.94001,91,328.512325
-29.13,200,328.523611
-17.940004,150,328.588979
-16.72002,250,328.59954
-29.039999,200,328.603757
-16.910002,83,328.614388
-29.31,75,328.784712
-27.11,200,328.96836
-28.89,200,329.044103
-18.560001,164,329.137561
-49.429996,170,329.24691
-2.5799942,129,329.278939
-28.94,200,359.006782
-28.869999,200,359.02012
-4.59,24,359.026713
-27.720001,200,359.029891
-32.07,200,359.307355
49.350014,175,359.358069
-29.66,200,359.365062
-16.030006,158,359.478581
-17.300003,205,359.527987
-27.75,200,359.600006
-28.310001,200,359.621111
-2.3799667,252,359.809326
-31.3,195,359.933453
-4.8100033,185,359.966776
-28.939999,200,360.012262
-29.22,200,360.149389
-28.18,200,360.20147
-19.000008,179,360.224113
-49.299995,75,360.256854
-29.82,200,360.273459
-30.209997,200,360.464235
-16.880014,110,360.564586
-29.89,200,360.601336
-29.789999,200,393.131645
-27.15,200,393.336824
-2.4899883,200,393.462568
-15.220029,214,393.537973
-30.11,17,393.601643
-31.689999,200,393.70935
10.539993,277,393.721596
-28.29,200,393.861938
-17.280003,114,393.907475
-15.560018,203,393.911566
11.390118,254,394.033013
-16.850004,52,394.060043
-32.04,200,394.106234
-17.040003,64,394.280708
10.060089,166,394.325609
-27.890001,200,394.34763
-49.12,64,394.517441
-3.8599968,195,394.622914
-17.830013,250,394.648263
-3.3699932,221,394.723024
-29.609999,200,394.851636
-15.330038,230,394.894382
-29.48,200,425.02827
-18.01001,128,425.072626
-15.940009,211,425.078657
-29.459997,200,425.186754
-48.940006,170,425.259242
-28.51,200,425.276037
-47.729965,170,425.363944
-1.7000103,218,425.570516
-17.800007,72,425.624169
-31.94,200,425.696879
-29.029999,200,425.750971
-28.31,200,425.759202
-28.24,200,425.882211
-29.199999,200,425.976693
-13.610035,223,426.038431
-4.319998,114,426.267792
-31.39,200,426.315383
-29.939999,200,426.398932
-17.640007,44,426.441006
-18.870003,206,426.484986
23.08006,312,426.706589
-26.68,200,426.718131
-26.230003,200,426.788882
-2.4099922,300,455.561743
-15.400009,146,455.595974
-48.980003,77,455.709569
-28.32,200,455.877599
-32.75,200,455.953725
-29.98,200,456.170568
-17.130005,105,456.269145
3.2400322,202,456.322763
-51.58999,170,456.34285
-16.850002,59,456.540151
9.61013,261,456.566901
38.12004,383,456.589281
8.420017,84,456.639039
-31.55,200,456.679389
11.610119,346,456.755328
-26.510002,200,456.965121
-21.50001,249,457.052404
-17.400005,143,457.135439
-16.89,111,457.151786
10.2800255,202,457.298357
-29.64,200,484.102224
-3.619976,259,484.149046
10.530083,306,484.344575
-29.859999,200,484.403017
-4.2800064,133,484.503089
-33.940002,200,484.509089
-31.35,200,484.61719
-1.9400177,210,484.642677
-17.330002,40,484.671476
-23.840006,78,484.732062
-28.03,200,484.867239
-28.69,200,484.919199
-16.900007,117,484.95008
7.3800316,217,485.155937
-16.300014,154,485.249218
-4.150009,186,485.310348
-30.109999,200,485.31482
-29.09,200,485.338873
-17.260006,78,485.443954
-27.23,200,485.588757
-27.94,200,485.652986
-28.85,200,485.688347
-16.210014,113,485.772887
-15.82002,148,485.839036
-5.700001,53,516.580484
-16.390022,191,516.601128
-4.989977,192,516.793611
-15.16003,250,516.863158
9.010025,109,516.915595
-0.6399708,300,516.937645
-34.810005,220,516.953547
-16.860012,250,517.126512
-28.78,200,517.193653
-3.7799988,163,517.309367
10.540077,350,517.344178
-29.35,200,517.60502
-35.500023,220,517.630258
-16.930004,62,517.803549
-2.8099937,295,517.817227
-11.899992,275,517.832348
-30.99,200,517.839183
23.660236,253,517.952661
11.0601425,273,542.916347
-30.929998,200,542.990258
-1.7799854,288,542.993559
-29.76,107,543.002764
-28.11,200,543.160457
-28.55,200,543.188175
-28.59,200,543.195732
-36.909985,79,543.243691
-15.580017,250,543.333915
-27.18,200,543.547116
-28.94,200,543.630502
-33.04,200,543.641065
-30.03,4,543.644089
-49.46,176,543.758555
-16.160006,136,543.779776
-26.95,200,543.822477
-21.790005,270,544.096022
-15.330017,157,544.187841
49.05001,287,544.201926
-28.61,200,544.232873
-28.120003,200,544.469186
-14.71002,250,544.531973
-15.58002,250,575.243212
-15.210015,250,575.279069
-31.89,200,575.377208
-16.860004,175,575.399446
-35.770027,188,575.43079
-28.74,200,575.712163
-29.84,200,575.765532
-4.120001,300,575.834487
-28.19,200,575.891573
-29.189999,200,575.922335
-27.900002,200,576.058613
-15.380012,250,576.196679
-13.960033,250,576.223095
-30.3,200,576.457175
-35.23001,220,576.603229
-33.13,200,576.637051
-23.98,270,576.652253
-17.04,41,576.808005
-4.7299995,67,576.884105
-1.3399754,300,603.701595
-7.289978,270,603.79307
-1.6099815,237,603.797174
-2.249981,271,603.927826
-16.620026,182,603.97426
-1.5599632,234,604.008699
-17.310007,58,604.114769
-29.279999,200,604.316216
-9.309996,227,604.52443
-3.1900063,209,604.565361
-17.350006,158,604.589036
14.500008,248,604.739854
10.040127,320,604.744762
-29.98,200,604.832259
-17.240011,250,605.184631
-53.98,219,605.263538
-15.50002,181,605.311547
-30.939999,200,605.417316
-31.35,200,605.434744
-17.490002,41,605.463397
-13.260027,250,634.318349
21.840187,263,634.429208
-29.32,200,634.489896
8.800064,314,634.531522
-16.920013,85,634.59814
-28.29,200,634.688681
-14.830025,250,634.723715
-15.639999,90,634.915062
-1.440031,300,635.050983
-29.029999,200,635.101345
-37.800007,200,635.162985
25.680172,334,635.186711
-29.49,200,635.207105
-29.0,200,635.376964
-30.039999,200,635.627819
-30.64,200,635.809433
-27.65,200,635.957112
-27.44,200,635.987232
-2.9199924,265,661.921137
-2.9900227,246,661.964416
-27.640001,200,661.96821
37.93979,399,661.996935
-28.390001,200,662.425432
-14.970015,205,662.4633
9.750183,335,662.60886
-30.039999,200,662.612853
-27.6,200,662.616618
-14.030033,250,662.721334
36.84011,345,662.774257
10.530193,319,663.052086
-29.39,200,663.097143
-29.93,200,663.141065
-3.4199886,183,663.381322
-14.810035,229,663.412813
-15.66002,250,663.480496
-28.210001,200,663.488168
-2.5599613,300,689.434604
-30.539999,200,689.557416
-16.500011,93,689.560812
-28.03,200,689.595196
-19.010012,250,689.679187
-50.519974,170,689.818187
-3.7599602,279,690.091645
-27.0,200,690.240024
-2.7999763,191,690.248222
-16.350006,147,690.323508
-28.689999,200,690.357831
12.4302025,283,690.375171
3.3601646,258,690.421893
78.71979,423,690.581886
-17.39001,105,690.691017
-29.64,200,690.751651
-3.7100086,121,690.835007
-16.290016,192,690.892326
-27.990002,200,691.022337
0.13002777,272,719.299067
-16.83001,100,719.313103
-0.8600178,261,719.392344
-28.82,200,719.420417
-14.500023,227,719.803217
-3.9899712,145,719.818901
-29.519999,200,719.829945
12.410191,313,719.932055
10.200142,299,719.937108
-27.490002,200,719.999708
-27.87,200,720.099832
-27.359999,200,720.125833
8.890049,97,720.148989
-22.980003,113,720.236604
-28.98,174,720.551421
-27.490002,200,720.635907
-14.930007,250,720.694674
-14.260034,223,720.8791
-8.569967,290,721.009011
-3.540001,54,721.065931
-14.020034,250,747.473642
-2.9199715,300,747.54582
-1.9599915,298,747.559819
-12.770037,216,747.751938
-26.570002,200,747.756071
-2.0899525,291,747.910421
-26.93,200,748.048882
-28.74,200,748.195235
-16.180008,250,748.261716
-14.500017,250,748.390353
-36.45001,220,748.501901
-32.08,126,748.669267
-29.16,48,748.684001
-29.67,18,748.733639
-13.370028,247,748.777889
-15.090017,250,748.933182
51.520042,342,748.937182
-17.030006,63,748.94516
-29.59,200,748.987896
-27.650002,200,749.105276
65.09997,486,749.144775
-28.72,66,749.17385
-16.630003,90,776.866431
-3.6200008,180,776.866431
-3.689993,207,777.070596
-29.46,104,777.279349
-26.380001,200,777.468246
-36.26001,220,777.501583
-17.5,72,777.544942
-1.699934,293,777.586616
-1.180006,300,777.617634
36.060204,290,777.841397
-29.26,132,777.964577
-29.85,6,777.987445
36.649887,314,778.064071
-5.539997,42,778.144854
-37.020027,201,778.271466
-47.589996,170,778.271466
-29.98,120,778.301844
-31.62,200,778.352117
-29.68,24,778.359999
8.320202,350,778.41471
-16.29,139,778.597819
11.370258,337,805.289763
-28.049997,200,805.357643
-16.430008,66,805.550885
-3.9600048,216,805.556511
-30.179998,200,805.560174
22.910252,264,805.636132
-15.79002,250,805.669052
-17.600014,250,805.925958
23.930271,376,806.114792
-14.680008,215,806.37851
-16.310013,183,806.393755
-36.20999,144,806.484067
-16.180012,250,806.498311
50.27001,255,806.528912
22.63012,370,806.618247
-3.670002,109,806.91557
10.980186,349,807.003777
-15.390029,236,807.033631
-29.75,36,834.134143
-28.98,200,834.160582
-29.62,18,834.221917
-15.8800125,92,834.250626
-28.4,200,834.286787
-29.039999,60,834.335577
-14.750026,250,834.421393
-1.3699684,297,834.463064
25.500233,341,834.839162
-29.59,200,834.902442
-4.949997,198,834.970791
9.700058,310,835.12574
-29.9,6,835.152344
-15.180017,210,835.191569
9.480251,271,835.220289
-14.360015,250,835.391357
-3.0000172,138,835.497597
116.71991,408,835.803024
-16.650005,181,835.868069
-29.73,200,861.119381
12.170132,325,861.298968
-30.24,200,861.298968
-16.130013,96,861.439135
-9.199896,314,861.465266
-16.890007,66,861.52074
-16.480007,66,861.52074
68.36995,470,861.750215
-2.319971,300,861.753212
-13.350008,210,861.809169
63.09996,331,862.195902
-31.830002,198,862.25923
-6.089981,181,862.433702
-29.91,200,862.501529
-2.2699776,264,862.506025
-30.01,12,862.546878
-2.300003,300,862.551877
-14.600033,211,862.605748
37.11004,420,887.401792
-17.070004,154,887.518262
48.470085,215,887.570462
-28.18,200,887.584185
38.83001,291,887.61282
-15.3700285,209,887.64791
-29.68,24,887.726859
-2.689993,241,887.758712
10.830082,321,887.765824
8.890038,108,887.875237
15.200069,182,888.416222
-16.340023,250,888.455543
-14.340013,250,888.469184
-29.9,6,888.490376
13.120171,294,888.6482
-1.659996,300,888.793742
-4.889971,300,888.833661
37.17016,450,888.972427
-17.080002,50,889.033452
-29.71,12,889.083612
-27.1,200,889.158589
-28.019999,200,913.885666
-35.44002,220,913.92091
-16.150002,122,913.92091
50.78016,440,914.15292
2.9699898,210,914.414289
-29.95,6,914.439843
-13.300034,230,914.758197
-9.680016,177,914.962979
-14.480011,250,914.967209
78.95987,429,915.06673
-29.6,36,915.105228
-16.860016,106,915.37559
-4.3600044,95,915.44074
52.590096,441,915.560049
38.329964,396,915.576368
-3.150011,122,915.585212
-28.8,78,915.757078
79.20992,486,915.8216
39.160072,403,943.893316
11.400227,314,943.900066
10.700081,204,943.923447
8.93008,180,944.043642
-16.760002,68,944.202252
-2.639948,261,944.388762
10.640011,213,944.460527
-29.67,18,944.476891
-14.630031,243,944.534255
-35.260002,220,944.951906
-29.4,200,945.461613
-8.570015,320,945.753275
10.020229,277,945.82126
176.33002,560,945.88519
-1.0900269,300,946.007286
11.790142,295,974.069166
45.610046,510,974.168289
-5.140003,54,974.308539
103.020294,606,974.457966
-34.63,220,974.463983
-1.4199734,300,974.557725
-28.689999,96,974.604447
11.280224,245,974.642409
-13.88003,247,974.819668
2.4800262,150,975.166181
-3.0899982,145,975.294792
49.059998,162,975.324934
31.720055,418,975.527839
-1.3300133,263,975.799684
-15.97001,108,976.017517
36.86017,360,976.340823
-3.7000084,120,976.494442
22.29,154,1008.382334
9.290024,162,1008.519399
52.16011,412,1008.668701
5.650036,180,1008.8202
120.67029,498,1008.870956
104.910065,425,1009.116793
