#{"t_start": 1781359455.5104058, "env_id": "None"}
r,l,t
-29.86,17,130.537165
-29.52,38,130.568526
-30.06,2,130.576815
8.659996,84,130.743252
-28.769999,79,130.821411
-29.029999,79,130.8327
-29.64,30,130.857213
-17.380001,40,130.978381
-1.2300072,125,130.98715
-27.95,134,131.028204
-29.85,21,131.064859
-27.69,181,131.166365
-28.81,173,131.175103
-27.66,166,131.200061
-29.49,40,131.210563
-30.12,8,131.230037
-16.520004,103,131.39985
-29.19,48,131.39985
-28.04,155,131.408112
-29.8,21,131.483564
-28.66,87,131.487668
-17.89,6,131.511137
-29.26,92,131.515714
-28.99,200,131.61578
-27.9,177,131.656039
-29.49,70,131.702293
-29.94,60,167.992311
-29.91,27,168.014464
-17.020006,69,168.047329
-4.9999866,153,168.05433
-29.57,43,168.1303
-17.340002,46,168.192211
-29.699999,151,168.219316
-29.39,35,168.301829
-16.990005,111,168.309191
-28.34,130,168.316179
-30.24,10,168.341319
-27.84,164,168.345801
9.110054,119,168.392802
-29.82,128,168.555083
-29.87,63,168.563367
-17.03,55,168.597192
-4.819998,135,168.70371
-29.57,43,168.732334
-26.96,200,168.752288
-29.95,21,168.83869
-29.27,61,168.847427
-27.869999,133,168.855463
-17.480003,40,168.897551
-29.81,22,168.943666
-30.18,49,169.032798
-27.09,200,169.068038
-28.46,200,169.083624
-28.85,74,169.132094
-29.72,23,169.151185
-17.590004,96,169.257172
-29.66,147,169.272283
-29.47,58,169.293061
-26.970001,200,169.336837
-17.780003,45,169.414314
-29.45,51,169.475311
-28.59,155,169.514058
-28.75,54,169.63556
-29.76,132,169.65215
-30.22,103,169.669403
-29.16,142,169.673264
-47.86,171,169.681412
-29.59,95,169.714197
-29.31,67,169.756873
-29.09,52,169.849681
-27.42,156,204.513784
-28.77,130,204.579321
-28.64,145,204.596534
-29.789999,40,204.70532
-30.279999,200,204.755287
-27.699999,200,204.76945
-27.67,200,204.780035
-29.419998,200,204.839479
-29.96,12,204.876189
-27.169998,200,204.910889
-29.39,50,204.938702
-29.83,25,204.953889
-29.77,18,205.008772
-17.24,104,205.037068
-49.329994,65,205.108496
-28.689999,200,205.14254
-29.17,73,205.161848
-29.91,17,205.19455
-15.620005,141,205.20555
-29.86,7,205.21518
-16.350002,203,205.231695
-29.199999,163,205.262838
-16.970009,104,205.355664
-29.26,92,205.39223
-16.890003,81,205.47943
-28.75,59,205.534965
-29.689999,200,205.62768
7.890003,50,205.705692
-27.51,155,205.709708
-15.090026,171,205.755587
-2.1299973,203,205.819519
-29.909998,200,236.097522
-17.170006,52,236.168838
-30.5,200,236.232717
-4.330002,102,236.274429
-30.08,9,236.304478
-28.64,200,236.327
-30.03,4,236.341261
-47.739964,170,236.382496
-29.36,52,236.407069
-32.1,111,236.465123
-26.54,200,236.561115
-31.23,200,236.565621
-28.359999,79,236.575649
-29.89,40,236.601488
-29.23,84,236.629394
-16.970009,67,236.637066
-29.9,11,236.640735
-29.599998,167,236.732076
-28.31,106,236.747299
-29.52,28,236.834191
-15.800014,113,237.035917
-1.8700008,143,237.064212
-30.42,78,237.104924
-27.960001,146,237.13983
-29.98,14,237.192042
-17.430002,43,237.219058
-28.51,172,237.248151
-29.63,19,237.267394
-29.41,200,237.271948
-28.85,76,237.320319
-16.810003,75,237.400164
-17.880003,40,237.413098
-14.790009,250,237.495665
-48.829983,65,237.590813
-29.99,25,237.599478
-15.670012,250,237.703883
-31.21,47,237.789928
-29.0,126,237.937448
-27.949999,162,237.942874
-16.910011,206,271.614077
-28.54,200,271.636086
-16.89,107,271.669473
-3.5300007,67,271.720332
-30.3,200,271.728958
-16.580006,90,271.783912
-27.39,200,271.867558
-29.189999,65,271.91029
-30.08,200,272.001074
-29.48,67,272.21784
-26.6,200,272.22489
-26.600002,200,272.249346
-16.470001,116,272.281691
-27.29,200,272.29045
-27.03,200,272.366405
-17.14,51,272.414035
-27.750002,200,272.436249
-4.7900047,54,272.482413
-27.630001,200,272.536288
-29.67,31,272.543564
-28.44,93,272.5541
-30.04,5,272.561528
-29.22,46,272.638097
-16.420006,78,272.846562
-28.949999,200,272.970421
-26.77,179,273.049519
-30.46,200,273.0771
-29.98,19,273.141877
-14.260011,250,273.180986
-29.33,74,273.228656
-27.37,200,273.248556
34.94998,223,304.562467
-28.52,200,304.571373
-28.92,200,304.783492
-3.7099934,59,304.792568
-4.1699963,185,304.985279
10.229996,202,305.16098
-30.39,200,305.19488
-28.070002,200,305.245657
-26.77,200,305.264332
-16.340014,117,305.272604
-16.57001,88,305.326785
-26.820002,200,305.373452
-29.07,78,305.447038
-28.029999,200,305.573894
-36.66001,98,305.610185
-16.420006,105,305.618265
-4.3299923,98,305.670124
-15.890005,171,305.882133
-27.689999,200,305.919427
-16.460005,98,305.931266
-29.87,13,305.970909
-29.83,19,306.00789
0.7600918,210,306.146138
-15.0000105,218,306.25036
-28.46,200,306.351922
-3.2000027,200,306.359974
-27.91,200,306.451173
-16.060005,113,342.030219
-17.32,52,342.236074
-29.310001,200,342.252959
-29.449999,101,342.357328
-28.84,200,342.52385
-13.860025,250,342.543894
-48.57,92,342.752496
-16.700005,127,342.79398
-30.24,200,342.79398
-29.2,64,342.814628
-28.84,200,342.862162
11.060154,263,342.937612
-17.890001,16,343.011783
-17.380009,65,343.08678
8.930019,217,343.183559
-16.18,172,343.327126
-17.07,69,343.508247
-23.680023,172,343.546049
-17.09,56,343.596525
-27.190002,200,343.733111
-27.490002,200,343.754031
10.599998,167,343.811548
-28.880001,200,344.063246
-16.810001,101,344.111265
15.7901535,263,344.133164
-15.260004,140,385.304705
-27.250002,200,385.353209
-16.700006,82,385.359182
-3.2700233,194,385.365196
-28.09,200,385.565159
-27.740002,200,385.637291
-27.560001,200,385.878265
-28.59,200,385.942024
9.190037,96,386.108634
-27.380001,200,386.31767
-28.949999,200,386.324359
-15.930004,225,386.437282
-15.920002,120,386.521727
-27.579998,200,386.532836
25.11013,320,386.844223
-28.74,200,386.849495
-27.140001,200,387.087223
-27.52,199,387.343593
-28.16,200,387.361938
36.59993,181,387.400239
-13.950014,193,387.637381
-15.510017,150,387.836407
-27.29,200,424.523856
-30.04,25,424.630862
-28.869999,200,424.720839
-30.37,200,424.893382
-29.689999,200,424.902161
-17.640003,31,425.010818
-14.26002,250,425.198754
-3.200018,173,425.337504
-27.01,200,425.355053
79.50991,510,425.427788
10.39019,350,425.432472
36.640106,318,425.518582
-16.000008,165,425.597178
-28.06,200,425.625711
-14.50003,147,425.756704
-16.42001,78,425.852267
-5.0099907,84,425.947078
-28.44,200,426.14165
-29.089998,200,426.164035
-27.61,200,426.245287
-24.960003,200,426.249886
-16.220003,174,426.32415
-27.2,200,455.785736
-27.550001,200,455.870121
-27.28,200,455.953995
-48.029984,123,456.017861
-26.45,200,456.112813
-28.619999,200,456.193282
-48.889996,70,456.238326
-15.910021,250,456.28768
10.920048,276,456.45609
-25.810005,200,456.46009
-13.270002,250,456.715684
-27.29,200,456.803229
-14.660021,250,456.807228
-28.89,200,456.903868
-17.300001,37,456.945544
-28.52,200,456.957772
-27.66,200,457.014443
-47.849968,170,457.085545
-17.570004,44,457.111212
-1.5600033,180,457.119382
-16.650005,95,457.310661
33.960052,97,485.610097
-29.72,38,485.726269
-23.340004,240,485.795822
-27.890001,200,485.898833
10.830151,299,485.906828
-14.560029,250,485.906828
-28.810001,200,485.925535
-2.3599396,231,485.944605
-29.640001,200,486.128844
-17.230007,92,486.284553
-17.05,63,486.392673
-29.21,200,486.476872
-27.1,200,486.573714
-26.980001,200,486.724775
-28.069998,200,486.733656
-16.45,91,486.792208
-15.630013,210,486.823371
13.340134,320,487.242759
-4.189995,164,487.280121
-15.360014,235,487.292031
-29.89,30,487.391761
-1.3399715,241,487.4769
-26.780003,200,487.542447
-16.760002,83,487.554687
-14.730002,192,487.588302
-28.24,200,487.592618
-1.4199677,270,520.306543
-4.37998,121,520.499414
-4.440014,217,520.606428
-27.750002,200,520.729646
-3.9699936,236,520.77097
-48.27,194,520.777995
-27.61,200,520.831932
-26.85,200,520.834932
-16.240002,106,521.150568
-27.769999,200,521.328607
-0.89001846,284,521.34157
-22.490007,266,521.476726
-28.29,200,521.570979
-27.79,200,521.575167
-33.870033,221,521.586887
-17.710001,18,521.651545
-18.060005,98,521.696633
-0.16000366,270,521.717797
-29.23,200,521.889198
-28.83,200,550.129685
-14.880011,250,550.177217
-28.43,200,550.212683
-28.27,200,550.217494
-27.94,200,550.294254
-30.09,5,550.313588
-28.29,200,550.342382
-26.77,200,550.365103
-17.400013,80,550.502517
-28.33,200,550.53826
-16.980011,80,550.748627
-30.019999,200,550.793144
-17.180021,222,550.904614
-29.45,57,550.921864
-28.74,200,550.97501
-27.180002,200,550.992878
-29.38,200,551.147861
24.350147,298,551.179821
-29.1,67,551.218425
13.210114,311,551.34817
-30.539999,200,551.51282
-27.6,200,551.679992
-15.370011,250,581.785743
-28.59,200,581.810185
-26.34,200,581.842805
-28.210001,200,581.878317
11.29007,305,581.930802
-27.23,200,581.991189
-28.49,200,582.129997
-3.7000008,99,582.182688
-28.96,105,582.364198
-27.96,200,582.562644
-3.9399796,217,582.574221
-28.539999,200,582.596391
-2.7400074,300,582.61174
-25.620005,200,582.649533
-1.2899857,247,583.02327
-16.910006,108,583.052056
-15.08001,250,583.089818
-29.49,200,583.100954
-30.589998,200,583.318347
-28.23,200,583.342181
-2.4099941,121,612.208566
-4.349972,300,612.415579
-9.699987,320,612.448001
-15.230016,250,612.620989
-17.32,64,612.634706
-14.880027,250,612.692779
-35.060017,250,612.705283
-28.3,200,612.767843
-27.619999,200,612.937946
-14.080033,250,612.943677
-4.09,38,613.096178
-26.660002,200,613.208245
-15.830012,150,613.234249
-27.34,200,613.411607
-47.579956,170,613.434766
-14.100034,248,613.656066
-28.1,200,613.838978
-14.650011,250,613.881167
2.3800087,320,613.916617
-26.300001,200,613.953609
-27.270002,200,613.984685
-14.720028,250,645.038336
-0.79995346,260,645.052473
-26.630001,200,645.084403
-15.840002,76,645.324822
-15.870009,189,645.371017
-28.34,200,645.389186
-13.299997,250,645.481491
-13.140001,250,645.528913
-17.78001,250,645.568789
-16.46001,84,645.724617
-16.720009,99,645.743446
-27.729998,200,645.888852
22.750072,253,646.0535
-28.69,200,646.318002
-27.490002,200,646.357136
-15.830014,250,646.474177
-27.66,200,646.524892
-1.6099396,300,646.583399
-14.870008,250,677.240249
-3.7000103,300,677.277128
-49.879986,170,677.372667
-47.329983,163,677.382107
9.78006,276,677.543479
-27.45,200,677.677075
-31.27,200,677.733554
-14.4500265,250,678.028138
-27.07,185,678.093609
-30.71,200,678.124966
-27.429998,200,678.259537
-28.939999,200,678.269696
-27.08,200,678.442715
-17.330002,30,678.579685
-27.69,200,678.633087
-29.4,86,678.662365
0.379961,273,678.954251
-4.0600147,175,678.979019
10.620007,192,679.066363
-16.350008,97,679.264137
-28.08,200,679.439011
-29.14,70,679.540181
-27.28,200,714.22906
-30.23,200,714.47926
-28.98,108,714.595529
-26.369999,200,714.599653
-1.1499958,300,714.631252
64.19994,460,714.694958
-28.390001,200,714.709472
24.610226,322,714.941432
25.060143,338,715.171542
-26.35,200,715.320946
-27.27,200,715.325019
-26.990002,200,715.442956
24.650242,280,715.491151
-13.67001,250,715.621957
-2.969944,248,715.857922
25.360184,370,715.982527
-2.2899818,217,742.585859
-35.819965,220,742.593397
8.070057,162,742.660657
-13.069998,250,742.795984
-14.220017,250,742.836953
9.690094,350,742.876852
-27.98,200,742.987363
-29.169998,200,743.320165
-0.84994507,270,743.349364
-14.520009,250,743.416478
-30.68,200,743.481272
0.6599941,270,743.50695
-27.77,200,743.532175
-27.210001,200,743.578506
-0.58997536,270,743.901883
-26.470001,200,743.975346
8.590061,223,744.066636
-26.980001,200,744.15165
-27.56,200,773.996534
-24.349985,240,774.04204
-2.2500038,300,774.189378
-26.490002,200,774.36543
50.940063,330,774.377111
-28.029999,200,774.455374
-48.079952,170,774.461327
-27.89,200,774.71291
-16.590012,250,774.867373
-28.63,191,774.916838
-30.51,200,775.134849
-2.469986,191,775.191831
37.31002,396,775.486963
-18.08,114,775.582878
26.110172,370,798.465478
-29.439999,200,798.478308
-4.689993,83,798.517672
24.07022,326,798.537083
-29.64,25,798.543572
53.119957,470,798.701043
12.180092,350,798.723913
38.799797,390,798.888836
-14.42001,250,798.958709
-26.57,200,799.223768
-16.27001,114,799.325444
-15.390024,250,799.341546
-28.33,200,799.420256
-28.39,200,799.444258
-29.76,132,799.461445
-0.35998154,300,799.55428
-17.000011,82,799.801321
-14.920014,162,799.940864
52.889923,451,800.034456
-1.9299316,256,800.045363
-15.030029,235,800.06514
-15.570011,139,827.435722
-1.3399696,270,827.512235
11.390194,295,827.557575
-28.400002,156,827.671156
-2.300003,198,827.959134
22.930069,213,827.980939
53.25982,450,828.038827
-27.61,153,828.122696
-3.349987,132,828.154702
-28.04,200,828.169362
-3.1100101,216,828.323752
24.28027,389,828.711501
-27.869999,200,828.767018
-48.059998,180,828.771482
-29.289999,200,828.790843
-15.340015,181,828.892417
-26.550001,200,828.935363
-26.96,200,828.987819
-16.720013,89,829.13456
8.000034,139,829.357665
-13.710028,250,858.642341
-1.8399982,168,858.760381
-27.500002,200,858.799586
-27.27,200,858.96152
-26.560001,200,858.996954
-3.7199783,114,859.041518
-26.34,200,859.045407
-29.47,78,859.074043
-35.769985,114,859.157388
-29.01,60,859.171986
-3.1000137,121,859.500135
-13.8400135,250,859.571641
59.520035,309,859.599535
-27.81,200,859.867117
-21.610025,233,859.912813
-28.39,200,859.966921
-2.1599426,259,860.069979
-2.1600037,224,860.078998
-35.10003,192,860.323343
-27.62,200,860.375446
-3.8199863,150,860.432202
-30.34,102,860.444064
-4.2299995,42,889.391209
12.830082,320,889.526428
-22.580013,235,889.630146
-15.3500185,150,889.776103
-27.240002,200,889.833748
11.520142,280,889.874743
-27.619999,200,889.881974
-27.929998,200,890.08173
31.669838,419,890.235033
-33.660004,220,890.326757
-26.780003,200,890.358245
-29.55,66,890.503212
-28.06,200,890.599123
-27.99,200,890.658494
-28.91,102,890.736545
-0.8600197,257,890.761238
-15.170018,250,890.863514
-49.189987,66,891.047079
-14.54002,149,891.171829
-15.480005,193,891.203662
-48.060005,121,919.075048
-28.17,200,919.185839
-26.86,200,919.269543
24.030212,370,919.276662
-27.83,150,919.30302
12.220215,312,919.526287
-27.720001,200,919.598307
-33.710014,220,919.646263
-23.290009,179,919.90194
-27.26,200,919.984512
-2.6299744,259,920.104846
10.69001,292,920.112523
-25.910002,200,920.320543
-35.55999,220,920.320543
-28.61,127,920.456009
-29.9,6,920.482772
-14.030008,250,920.560715
-17.78,30,920.594981
76.57991,385,920.702902
-0.8400097,300,946.685515
-1.4800243,253,946.746142
-25.820002,200,946.766897
-1.6700153,264,946.792641
-15.630021,250,946.986889
-27.52,200,947.083382
-33.860023,220,947.127404
-29.6,36,947.141732
-16.240007,132,947.300327
-14.780034,238,947.344753
-2.33,258,947.750562
-2.560011,252,947.785789
-28.09,200,947.868044
-22.61,221,947.997741
-24.28,200,948.094142
-27.460001,200,948.142421
-1.2999439,270,948.203273
-4.1399975,132,948.278515
-27.699999,200,948.554397
39.78009,450,948.566463
-27.900002,200,948.627959
-16.820004,144,976.047593
-28.109999,200,976.061648
-14.850034,223,976.251306
-15.250031,247,976.291278
-16.780008,80,976.32514
-29.73,24,976.335835
-27.640001,200,976.574655
-0.8999443,300,976.662719
-28.8,96,976.677494
-2.259945,245,976.755533
-15.430027,250,976.955495
10.390232,309,977.078595
-27.67,200,977.103065
-3.1399956,91,977.119698
-26.300001,200,977.423434
-26.060001,200,977.706845
-47.37999,170,977.711344
37.510002,420,1004.275359
-1.2099762,210,1004.284544
23.740276,354,1004.324082
-29.029999,66,1004.374318
9.950115,242,1004.446752
-27.66,200,1004.631086
23.820213,400,1004.647353
-29.95,6,1004.675542
-29.05,66,1004.729574
-29.95,36,1004.823927
-25.460001,200,1004.940403
-28.47,108,1005.196635
-14.49002,250,1005.441984
-4.380001,181,1005.449076
-21.500029,270,1005.499834
-14.150011,124,1005.810218
-3.7199879,213,1005.830202
-34.180008,220,1005.997886
-17.220001,54,1006.091393
-26.02,193,1006.387243
69.490074,440,1006.429092
78.92,473,1006.484218
-48.809982,138,1006.49141
-23.190022,226,1006.559574
-29.65,36,1042.024807
-14.630011,250,1042.065041
-2.8400059,175,1042.172767
-28.09,200,1042.355296
-16.700008,157,1042.453325
-27.279999,156,1042.490919
-28.720001,200,1042.580549
