#{"t_start": 1781362884.3829732, "env_id": "None"}
r,l,t
-30.0,16,40.667148
-29.26,46,40.747985
-29.8,31,40.747985
-29.47,73,40.771964
-29.89,15,40.780715
-30.07,83,40.884219
-29.89,20,40.939955
-30.0,1,40.951459
-17.62,29,76.205341
-29.98,9,76.225813
-29.89,20,76.237351
-30.04,20,76.300764
-29.6,55,76.305477
-29.97,18,76.305477
-29.14,71,76.317295
-29.5,35,76.435912
-29.63,39,76.46294
-30.04,10,76.474945
-29.47,73,76.483074
-17.85,7,76.491722
-29.33,50,76.497276
-28.55,105,76.509419
-14.850001,162,76.540583
-17.01,73,76.587573
-29.45,26,76.615867
-29.65,31,76.624383
-27.91,174,76.688875
-29.47,58,76.767786
-29.289999,75,76.779546
-29.49,75,76.787832
-29.74,45,76.795779
-30.04,5,76.809082
-29.42,88,76.826901
-29.99,25,76.908719
-29.88,24,76.921364
-29.49,35,76.921364
-29.76,32,76.926402
-30.06,2,76.930515
-29.59,23,77.000985
-31.869999,109,77.017309
-29.75,24,77.022214
-28.11,85,77.026742
-28.85,64,77.026742
-30.0,6,77.049207
-17.940002,11,77.06428
-28.36,117,77.075603
-29.42,50,77.125893
-29.93,34,77.17835
-29.35,46,77.25597
-29.25,38,77.284924
-29.61,59,77.310892
-30.07,13,77.350805
-29.97,8,77.350805
-27.939999,79,77.362797
-29.89,5,77.379167
-29.94,20,77.473776
-4.129999,129,77.578729
-28.15,86,77.595959
-17.210003,53,77.61755
-30.09,5,77.643609
-28.48,168,77.678607
-29.88,49,77.719314
-28.859999,91,77.803484
-29.66,37,77.812541
-29.75,47,77.817626
-30.04,10,77.862582
-29.17,62,77.871242
-29.84,10,77.907427
-27.490002,200,77.930467
-27.25,142,77.944924
-29.05,53,77.958776
-29.76,37,77.972566
-29.97,8,77.981635
-29.98,19,78.014593
-29.44,50,78.038326
-29.27,36,78.067904
-29.61,45,78.072709
-29.71,32,78.09859
-29.77,23,78.114847
-17.480001,40,78.152164
-17.230001,60,78.233221
-29.96,7,78.263427
-29.58,59,78.292953
-29.51,54,78.306037
-28.609999,142,78.306037
-29.67,68,78.362272
-17.59,21,118.869084
-29.94,15,118.910989
-28.92,73,118.951101
-28.65,82,118.95126
-29.98,39,119.03524
-17.68,20,119.040797
-29.58,24,119.059
-29.89,15,119.112023
-2.7699966,135,119.171897
-17.61,87,119.171942
-17.29,31,119.177015
-30.09,5,119.19573
-29.82,38,119.354105
-16.750006,98,119.360363
-29.58,49,119.405475
-29.76,17,119.435792
-28.57,71,119.440301
-29.92,8,119.44575
-27.31,168,119.500695
-17.27,159,119.505527
-29.99,15,119.509999
-29.94,10,119.54422
-29.65,16,119.576562
-17.280005,128,119.633367
-4.3100014,59,119.682627
-29.34,61,119.687852
-16.7,87,119.720186
-17.9,52,119.750262
-29.16,63,119.759563
-16.27,133,119.771101
-29.87,8,119.792113
-30.04,10,119.813035
-30.11,47,119.821881
-29.11,43,119.860588
-16.890001,81,119.899693
-17.570004,46,119.904548
-29.67,28,119.926028
-29.73,34,119.932067
-29.86,27,119.932067
-29.72,18,119.938102
-29.62,48,119.953269
-29.22,73,119.989854
-29.6,46,120.125815
-29.89,55,120.163982
-16.970005,52,120.177801
-29.77,78,120.308377
-29.68,34,120.335989
-28.75,86,120.341705
-28.87,53,120.37174
-29.62,48,120.384671
-28.79,87,120.398213
-29.61,27,120.511756
-28.58,125,120.526131
-29.66,132,120.540247
-29.87,18,120.607798
-29.91,27,120.638285
-16.860003,74,120.638285
-28.98,79,120.698706
-29.7,36,120.713383
-30.0,1,120.719436
-30.19,60,120.90854
-16.4,121,120.913599
-17.310001,47,120.923669
-28.869999,127,120.955905
-17.75,77,120.961089
-30.04,5,120.979188
-29.93,144,120.984742
-4.669998,82,121.013293
-29.99,25,121.028309
-29.96,7,121.060808
-30.06,2,121.07081
-29.36,58,164.376278
-16.850002,66,164.419074
-27.07,119,164.429294
-29.11,75,164.503629
-29.56,110,164.679466
-18.14,126,164.730691
-16.070015,148,164.827417
-16.92,94,164.853388
-17.890013,107,164.874058
-16.650002,173,165.075675
-18.050001,67,165.084682
-30.04,5,165.098289
-28.5,124,165.107405
-16.790003,86,165.124748
-50.0,72,165.178749
-30.06,55,165.327169
-28.75,200,165.358429
-17.150002,77,165.4448
-29.099998,106,165.614223
-29.21,117,165.648846
-16.360004,125,165.788947
-29.34,90,165.814613
-28.54,200,165.825987
-16.890003,76,165.838355
-28.67,200,165.845573
-30.08,14,165.915307
-29.81,32,165.988219
-29.029999,69,165.988219
-17.100008,111,166.235462
-28.29,87,166.272844
-29.63,65,166.309751
-27.26,200,166.337428
-29.67,28,166.505061
-17.34,46,166.53716
-16.620014,110,166.594004
-29.48,29,166.744318
-17.290007,176,167.051773
-28.420002,200,167.051773
-30.04,200,209.423903
-29.68,24,209.48966
-29.17,65,209.515385
-29.029999,109,209.603958
-30.31,163,209.673923
-31.55,200,209.767486
-17.66,43,209.792093
-30.02,91,209.883309
-30.0,1,209.888045
-30.01,2,209.897296
-29.5,33,209.929317
-28.96,182,209.944798
7.5000114,148,210.023615
9.330002,98,210.085834
-17.210001,57,210.160244
-29.77,118,210.2485
-29.109999,77,210.257476
-29.41,200,210.270398
-16.890003,56,210.392722
-29.32,50,210.47378
-29.59,55,210.508312
-14.760015,250,210.573982
-17.000004,78,210.584165
-29.59,35,210.720709
-28.04,200,210.73283
-30.01,166,210.77797
-16.870003,56,210.814175
-27.580002,200,210.854811
-30.08,4,210.872184
-29.15,121,210.898502
-18.470001,104,210.901926
-17.550003,47,210.91103
-17.270004,54,211.028133
-16.480007,131,211.040555
-29.52,32,211.161609
-5.1200085,157,211.379775
-1.8100014,149,211.629952
-15.98001,195,250.255498
-27.7,162,250.372913
-28.78,200,250.386489
11.490025,222,250.444487
-28.32,200,250.658924
-29.47,93,250.78616
-3.89999,295,250.804078
-14.480001,183,250.808956
-48.969986,89,250.83017
-16.910004,53,250.888481
-29.67,193,250.983643
-27.28,200,251.069857
-29.06,92,251.240459
8.210033,74,251.264092
-16.590004,121,251.299725
-13.910007,238,251.343131
-17.590002,26,251.366009
-29.449999,169,251.455595
8.550018,179,251.522958
-17.61,23,251.560372
-29.96,12,251.614672
-27.23,200,251.614672
-17.200005,83,251.702453
-48.98999,91,251.763767
-29.44,45,251.806134
-29.91,200,251.900843
-28.63,112,251.9979
-17.820004,72,252.003983
-48.829994,104,252.046461
-28.939999,200,252.080411
-30.0,1,252.084969
-14.490008,199,252.135682
-29.13,96,252.380726
-30.1,26,289.634422
9.380009,113,289.709648
-28.539999,200,289.83916
-31.15,200,289.880634
-19.04,181,290.054585
-29.89,200,290.08433
-27.86,200,290.186048
-27.94,200,290.245309
-28.77,133,290.422592
-2.33,177,290.483287
-27.580002,200,290.511165
-30.52,96,290.590859
-28.599998,181,290.656847
-21.16,158,290.863568
-27.74,200,290.867799
-30.13,200,290.894981
-16.710009,128,291.00148
21.59003,158,291.040514
-27.380001,200,291.304104
-28.31,200,291.419206
-28.470001,172,291.668518
-15.560011,250,291.717522
-31.109999,200,291.752012
-28.97,200,291.755971
-30.38,200,331.311308
-28.189999,200,331.350489
-24.02,84,331.514308
-17.020012,99,331.574476
-26.85,200,331.66648
-17.35001,92,331.695681
-15.080012,250,331.760822
-30.46,200,331.879637
-27.640001,200,331.927017
-17.040005,96,332.079369
-29.289999,200,332.094691
-16.65002,159,332.208857
-2.270012,219,332.38419
-16.170021,112,332.389583
-29.439999,200,332.474526
8.030067,120,332.581769
-28.550001,200,332.708968
-14.950015,250,332.788737
-18.470005,114,332.865785
-29.17,200,332.940443
-16.67,99,333.010575
-28.460001,200,333.054677
-2.3199978,243,370.406633
-1.5599995,252,370.527208
-32.96,200,370.541857
-29.94,200,370.624702
-49.22999,170,370.71474
-30.07,200,370.778671
-3.909996,75,370.87169
-16.970007,250,370.920774
-3.519989,124,371.057447
0.19002342,260,371.125644
-29.09,200,371.236535
-7.2999973,137,371.273787
-4.2599754,104,371.337749
-15.640012,131,371.405577
-29.17,67,371.565525
-29.65,106,371.57653
-30.99,200,371.618051
-48.36,137,371.644726
-22.180008,270,371.78832
-16.670017,110,371.922852
-5.229994,41,372.001099
-16.170012,164,372.006699
-29.269999,96,372.104864
-28.279999,107,372.112096
-29.65,50,372.278668
-29.78,200,372.343291
-15.880004,159,372.420883
-4.09,74,372.428734
-16.350012,88,372.614474
-28.17,200,414.057219
-30.0,61,414.083721
-17.580006,40,414.128743
-30.57,200,414.275806
-29.199999,66,414.334708
-27.84,200,414.406392
-26.43,200,414.604713
47.570114,267,414.800637
-27.44,200,414.800637
48.49009,294,414.870132
-29.98,200,414.882934
-26.810001,200,415.050309
-30.14,200,415.113441
-15.360014,198,415.186676
-17.11,103,415.243322
6.6000023,57,415.4316
-28.38,200,415.4316
-15.970007,169,415.604673
-31.610003,200,415.670015
-17.140003,221,415.857753
-1.8200054,183,415.931089
-26.740002,200,415.942696
-29.34,50,416.100421
-27.039999,200,450.210465
-49.52,174,450.281365
-31.12,200,450.380647
-3.369999,67,450.420668
-15.970002,134,450.559611
-31.5,200,450.591648
-27.99,200,450.819995
23.720108,318,451.001046
-16.300014,250,451.251882
10.340092,188,451.318663
-28.83,200,451.336165
-14.580013,250,451.356624
-2.2900066,300,451.381943
21.64009,257,451.428948
-27.35,200,451.808003
-1.7399826,300,452.019832
-17.7,17,452.086001
-17.730015,189,452.140282
-27.880001,200,452.209689
-26.970001,200,482.09012
8.750019,227,482.108011
-14.870033,234,482.119138
-0.10999298,257,482.140667
-14.6700115,250,482.660946
-27.24,200,482.750886
-30.089998,200,482.811868
-28.95,200,482.968565
-28.61,200,482.983131
-13.370018,226,483.013712
-13.640011,216,483.019348
8.4900055,124,483.326636
9.700123,151,483.525255
8.000092,310,483.530938
9.78014,197,483.587275
-28.21,162,483.742454
8.400017,170,483.807769
-28.060001,200,483.895636
-16.220005,199,484.216883
-29.98,200,518.071908
-37.14,200,518.075281
5.8700867,310,518.085179
-28.29,200,518.123113
-26.990002,200,518.253896
-28.939999,200,518.312814
-17.300007,149,518.489223
-16.88002,250,518.580781
-35.01001,200,518.872104
-30.859999,200,518.881755
-29.41,200,518.927534
-23.490017,233,519.013348
-28.86,200,519.068801
-15.7100115,250,519.324461
-27.69,200,519.396977
-19.160004,107,519.479757
-15.32003,247,519.484825
-29.48,200,519.728755
-13.940018,250,519.901856
-2.9099789,259,519.935645
-29.699999,200,552.55793
-28.25,200,552.631346
6.220085,350,552.820679
-13.810005,250,552.909354
-27.859999,200,552.942955
-30.98,200,553.109731
-16.10001,217,553.206114
-16.450005,150,553.229518
55.120125,344,553.301901
-32.55,200,553.368743
-27.43,200,553.663974
-29.249998,200,553.750727
-27.490002,200,553.783017
7.780075,153,554.003256
-28.100002,200,554.05589
-27.33,200,554.077344
-13.650028,250,554.168423
-42.87001,255,554.393133
-28.96,200,554.524622
-28.34,200,554.625177
-30.31,200,587.858951
-30.189999,200,588.043301
-29.38,200,588.090698
-28.59,200,588.108882
-25.930004,200,588.19175
-28.97,200,588.388749
-28.84,200,588.520701
-29.5,200,588.623853
-27.430002,200,588.6599
-30.65,200,588.875313
-48.22998,152,589.029629
-14.160038,239,589.089192
-3.0500011,270,589.190702
-8.669968,295,589.391655
-1.6800117,262,589.602133
-17.450024,250,589.681133
-29.27,200,589.869878
-3.7699814,300,589.869878
-14.670041,202,590.001588
-31.279999,200,621.612428
-17.390003,114,621.663004
-9.989965,320,621.773621
-15.5100155,250,622.025633
-28.44,200,622.086632
-30.279999,200,622.252338
-29.59,200,622.252338
-27.14,200,622.426087
-15.5000105,250,622.533059
-29.84,200,622.580173
-1.2500038,271,622.785747
-29.2,200,622.867319
-28.899998,200,622.937969
-27.78,200,623.129699
-16.000011,91,623.366285
-3.0200176,201,623.460268
-13.920029,250,623.570442
-15.93001,250,623.764438
24.200241,338,659.810664
-14.690028,246,660.016949
-32.04,200,660.062545
-2.0199966,300,660.16871
-29.16,200,660.444114
-5.089945,240,660.51874
-26.100002,200,660.619076
-28.0,200,660.897609
25.040241,370,661.03503
-17.28,211,661.122615
-1.6600113,300,661.132521
-3.1000137,300,661.412275
-26.58,200,661.455106
-27.58,200,661.560419
-1.7500057,271,661.722484
-17.130005,155,661.777298
-15.80003,207,695.933127
-16.140007,91,696.020949
-0.8599396,250,696.114265
-27.56,200,696.165392
-14.0000305,250,696.405756
-27.869999,200,696.423309
37.110085,401,696.53334
-0.47000694,300,696.702327
-27.94,200,696.982949
-15.060027,227,697.046688
-1.7500019,264,697.102545
-29.69,35,697.128705
-1.8300018,300,697.16332
-1.8799667,159,697.188558
-19.590006,250,697.436545
-13.129993,250,697.455168
-31.029999,200,697.525875
-27.46,200,697.987072
-15.110031,201,698.022171
-16.350018,115,698.066667
-27.45,200,698.086452
-14.120035,234,734.459129
-1.8599625,270,734.490208
-13.950035,206,734.613285
-36.51001,111,734.773479
-15.320024,154,734.876504
-4.7199726,300,734.99582
-51.629997,170,735.162321
-14.700031,250,735.285214
-14.040034,250,735.337812
-17.120003,119,735.350097
-29.97,200,735.399457
-0.96997833,264,735.503312
-1.2699795,222,735.864332
-16.090015,125,735.884189
-28.330002,200,735.942094
35.95015,304,735.960625
-26.910002,200,736.058653
-32.29,200,736.107857
-27.64,200,736.119621
-30.42,200,774.114723
-17.220003,164,774.158424
-36.170006,220,774.180356
-48.249996,170,774.25125
25.49017,344,774.302711
-27.49,200,774.359921
-1.2600002,300,774.62209
11.570076,350,774.810443
-27.07,200,775.112752
-17.120007,250,775.25184
9.780033,224,775.29888
6.8700027,266,775.580673
23.010105,363,775.77204
-28.43,200,775.784184
-16.710026,250,775.809838
-16.380013,152,776.025845
-4.2800026,211,808.380568
-15.530017,134,808.689346
37.76989,316,808.700502
-30.189999,200,808.770536
-29.239998,200,808.807063
-2.3700027,275,808.960444
-13.87002,250,809.036514
92.11983,650,809.258386
-30.149998,200,809.332588
-15.140031,249,809.971389
-14.650036,250,810.010248
0.10997391,275,810.01856
38.619934,301,810.151062
-27.300001,200,810.289055
-16.040016,216,810.295046
-2.3099957,269,810.309369
-17.140001,101,810.449932
23.440224,400,839.647215
-14.520034,227,839.832486
-28.919998,200,839.836712
-2.3199673,300,840.118601
-14.140029,250,840.179804
-1.9899788,270,840.24823
-28.04,200,840.655207
24.1502,370,840.66505
10.470188,342,840.68317
-28.840002,200,840.956732
0.13999367,300,841.071754
-34.190002,220,841.097023
25.480213,400,841.289519
-9.369989,260,841.335917
-31.590002,200,841.529904
-15.040029,239,869.030823
-1.3199959,250,869.082092
-13.770012,250,869.347061
-15.260029,228,869.374183
-16.48001,119,869.525774
-1.5199928,300,869.959261
48.57997,265,870.060271
-2.409977,255,870.217107
-19.530037,228,870.390732
-28.630001,200,870.429527
-17.170013,250,870.508667
49.609993,482,870.552394
37.25006,450,870.659085
-16.21002,168,870.69814
-15.060031,212,871.003211
-31.0,200,898.27705
-18.350025,250,898.309608
-14.330036,216,898.376297
-30.43,44,898.47295
-14.530016,250,898.596381
-1.6900196,300,898.737972
-2.369978,300,898.871881
-3.3599644,300,898.902949
115.20027,312,899.196995
-2.5699825,222,899.201007
-1.9900055,254,899.43329
-29.429998,200,899.678619
10.780083,326,899.845793
25.060234,310,899.93661
39.129898,438,899.93661
-33.93,198,925.4877
4.0001335,393,925.67083
12.610191,320,925.714386
-31.29,200,925.727059
-17.11,48,925.892925
-15.38001,250,926.069616
-29.9,6,926.090951
-14.880026,250,926.156375
36.990097,446,926.172545
-27.619999,200,926.217883
-12.290028,239,926.556121
24.610218,400,926.730524
-15.470008,174,926.839155
-3.159998,174,926.889042
9.910263,333,926.988884
-29.3,36,927.145264
11.630207,308,927.317244
-1.4600201,300,927.357609
-3.1500053,129,927.38759
24.680244,386,956.136359
-16.010021,130,956.164416
-16.230007,250,956.305266
-16.880018,250,956.49506
-17.020004,69,956.790552
48.740097,270,957.015426
-15.050032,243,957.164904
-2.1799393,251,957.229065
-4.480011,81,957.362887
-16.40001,250,957.380848
-30.56,62,957.433531
23.860306,332,957.494786
22.83012,344,957.575267
-2.760004,254,957.891081
-4.079996,156,958.343932
-14.53001,250,958.448274
90.859764,544,981.942982
-17.190016,126,981.996871
10.590088,275,982.112615
-2.180006,287,982.200043
13.510124,320,982.371924
1.9500484,174,982.5895
-28.060001,200,982.872313
105.2106,480,982.876439
17.40018,352,983.544996
67.33006,416,983.584092
24.230175,318,983.607344
-22.109985,270,983.643942
66.9599,520,1005.107469
-15.680013,96,1005.201116
-1.7299767,285,1005.205179
81.91982,577,1005.277978
-16.68,90,1005.470785
-27.779999,162,1005.506371
-17.050003,43,1005.643903
51.83995,428,1005.792514
21.939995,126,1005.797997
-2.3799896,300,1005.98161
-14.910032,250,1006.230672
-30.05,6,1006.261743
24.650166,400,1006.458886
-30.0,6,1006.487071
37.880013,422,1006.977211
-33.900005,220,1031.01238
48.96013,282,1031.065183
77.709885,425,1031.179214
191.7003,595,1031.550779
91.43991,487,1031.585235
-29.66,42,1031.747364
121.089935,595,1031.823002
-13.760042,224,1031.867237
-29.58,24,1031.923191
-17.27,24,1031.962494
136.97047,669,1031.978237
-29.53,24,1032.076292
35.680023,236,1032.088961
27.200203,395,1032.145129
-17.34,25,1032.178688
75.90996,330,1032.346711
47.91004,210,1032.788525
74.930016,271,1057.833441
37.94996,379,1057.849008
-15.600035,250,1057.923818
-29.3,48,1058.101643
7.6700096,84,1058.146958
24.580181,368,1058.312053
-17.070005,54,1058.351025
89.83995,325,1058.395686
78.94002,480,1058.423326
-29.66,12,1058.442799
22.529999,192,1059.073844
159.46016,420,1059.198907
9.770081,204,1059.247479
123.440674,587,1059.288156
22.480179,228,1059.379031
11.230034,350,1059.531683
-29.85,6,1059.560528
-3.7500153,120,1084.954044
-35.24002,187,1085.349109
119.23044,456,1085.422887
20.86005,115,1085.427661
-13.340015,250,1085.445147
139.66058,642,1085.632478
76.16005,254,1085.774125
-16.390003,96,1085.80807
8.220051,144,1085.927233
104.20999,403,1085.939436
-17.200003,42,1086.104825
-5.559984,84,1086.11124
-3.8500175,138,1086.186003
88.50005,305,1086.651402
50.07022,312,1086.69944
87.28996,543,1086.705042
75.060036,265,1086.904143
35.240074,237,1086.913902
36.22013,222,1122.107656
9.420002,121,1122.277424
11.6702,294,1122.45427
174.68973,444,1122.985986
28.360123,234,1123.030136
22.230106,279,1123.089344
64.339874,358,1123.411449
106.73007,467,1123.714293
77.41021,358,1123.997372
192.88048,537,1124.003525
145.62042,437,1124.148136
-16.810005,58,1147.335954
19.790047,86,1147.456678
64.15006,318,1147.47774
77.239914,368,1147.727437
-3.949997,138,1147.900882
127.27963,432,1148.046466
0.7000122,249,1148.243782
-16.860012,120,1148.379653
204.6303,487,1148.585862
64.59988,440,1148.672632
21.41005,156,1148.696438
14.970043,164,1148.955696
-4.4400043,132,1148.967263
94.87997,408,1149.179643
-15.94001,121,1149.218815
31.110188,414,1149.22889
-29.72,48,1149.39499
92.860085,436,1182.02487
-21.500011,162,1182.1245
-32.22,200,1182.575184
7.619995,102,1182.602516
-3.540018,126,1182.627603
77.14996,382,1182.890097
49.0802,336,1182.955369
11.100094,310,1183.130916
-4.920006,60,1183.278738
148.04985,523,1183.513333
-34.35002,191,1183.606467
23.90009,370,1183.66613
-2.7300167,120,1184.175224
116.26007,348,1184.5287
47.550125,180,1211.467721
10.500168,295,1211.672367
127.99968,528,1212.101229
115.79028,484,1212.14814
120.78021,504,1212.415866
49.829994,243,1212.451254
119.16,351,1212.586646
120.8004,568,1213.10946
-4.0899906,252,1213.167758
30.920269,452,1213.215779
38.230225,312,1213.473545
149.23993,491,1238.365864
64.569916,299,1238.494195
-3.0999737,168,1238.574852
116.35019,372,1238.647456
103.68996,358,1239.324718
10.69022,350,1239.352385
35.870224,258,1239.667363
-14.490034,225,1239.667363
122.21997,649,1239.943247
-29.099998,66,1239.971397
163.6302,467,1240.206875
-5.3800125,72,1240.270381
106.26033,439,1240.360619
-16.600006,60,1264.428543
22.910286,295,1264.541136
2.6100616,333,1264.713943
47.25016,216,1264.792047
103.579956,317,1264.932805
-15.4500265,229,1265.192023
76.62994,315,1265.392766
-14.9500265,217,1265.660761
75.849976,282,1265.669046
-28.51,150,1265.792694
235.50018,780,1265.830611
47.47004,332,1266.076712
178.89987,474,1266.402153
102.240204,351,1266.414118
34.080086,138,1266.419463
35.010056,186,1266.495171
60.51008,192,1297.686896
23.420185,270,1297.827379
38.949913,414,1298.097706
62.05004,193,1298.402178
76.88001,264,1298.440294
49.670105,306,1298.592859
-29.71,12,1298.639199
62.84999,216,1298.651498
161.39978,408,1298.716751
-32.12,200,1298.885663
72.37004,132,1298.920728
192.12975,422,1299.128666
7.6700325,72,1299.178624
21.4301,180,1299.380555
23.090305,303,1322.55401
-33.9,132,1322.610726
164.20993,593,1322.652145
8.210022,234,1322.764747
51.42005,356,1323.045173
59.070038,324,1323.33143
34.180046,186,1323.496378
36.240295,318,1323.531907
-29.9,6,1323.553865
10.160007,90,1323.663985
257.37,551,1323.717322
103.50986,312,1323.76361
189.94012,380,1324.111462
74.03996,153,1324.122689
148.04019,464,1324.390141
-2.2400074,156,1349.608185
64.2902,372,1349.793093
161.51013,475,1350.407602
120.37024,464,1350.419858
426.62024,647,1350.449238
51.409912,294,1350.462441
-17.470001,24,1350.503182
135.51021,486,1350.557712
93.00995,416,1350.659873
103.39006,264,1350.871695
22.050053,138,1351.002517
87.789955,432,1351.360684
-3.079956,242,1374.608456
-35.170017,168,1374.623563
21.290203,320,1374.868362
-5.550001,23,1374.967191
147.8099,414,1375.218937
12.220104,288,1375.255719
-30.97,200,1375.472166
162.15971,491,1375.536948
77.61014,446,1375.619348
21.05008,144,1375.624616
30.37006,144,1375.927614
187.05992,402,1376.424485
136.03018,487,1376.557204
102.82994,242,1400.0917
38.919983,307,1400.209158
92.10985,377,1400.301938
-4.3700066,54,1400.406648
133.74983,382,1400.537391
76.80004,270,1400.827976
-34.230003,138,1400.902907
191.61967,522,1401.083717
149.36063,464,1401.095058
