#{"t_start": 1781355910.9203148, "env_id": "None"}
r,l,t
-30.04,5,4.385389
-17.850006,32,4.389422
-29.44,50,4.389422
-29.96,7,4.407172
-29.77,8,4.410887
-17.24,48,4.442262
-30.13,19,4.45308
-29.83,24,4.474283
-29.73,41,4.523676
-29.63,29,4.545788
-29.69,43,4.560327
-29.57,48,4.582231
-17.220001,54,4.666267
-29.83,44,4.680195
-17.330002,45,4.737108
-29.72,23,4.759532
-29.65,66,34.465953
-30.13,4,34.480162
-29.8,16,34.484157
-29.05,68,34.488157
-27.76,127,34.526143
-27.57,110,34.530181
-26.19,155,34.530181
-29.97,33,34.563347
-28.84,65,34.58166
-29.67,18,34.590863
-30.08,4,34.595856
-29.93,19,34.629606
-29.92,48,34.655302
-29.72,23,34.672802
-29.76,17,34.691121
-30.07,13,34.703116
-29.22,30,34.703116
-16.400002,63,34.703116
-17.59,51,34.707404
-30.07,3,34.714427
-29.33,54,34.721694
-29.94,15,34.747472
-29.77,13,34.751471
-29.83,14,34.767026
-29.7,21,34.782104
-29.88,24,34.810642
-29.87,28,34.810642
-29.89,20,34.826212
-16.71,103,34.854809
-30.14,15,34.865246
-30.06,2,34.872805
-29.81,22,34.890771
-29.82,13,34.91907
-28.88,69,34.926968
-29.5,46,34.949382
-29.33,44,35.009894
-16.520004,75,35.017002
-29.84,75,35.035534
-30.0,6,35.039956
-29.31,47,35.084968
-29.55,41,35.091658
-29.22,49,35.099571
-28.789999,64,35.116291
-29.89,10,35.126871
-29.91,27,35.131198
-29.74,40,35.15183
-29.08,94,35.159631
-29.76,38,35.174158
-29.91,27,35.196258
-30.1,21,35.201947
-29.62,24,35.203422
-30.03,9,35.234972
-28.69,45,35.245545
-29.46,32,35.268031
-17.59,31,35.286345
-30.06,12,35.290704
-30.06,2,35.294508
-29.2,38,35.299531
-29.86,27,35.303183
-29.99,5,35.310841
-29.71,22,35.318465
-29.56,27,35.396157
-29.35,61,35.418237
-16.82,84,35.434694
-29.76,37,35.434694
-29.9,41,35.456764
-29.33,40,35.460859
-29.92,13,35.464871
-29.97,3,35.468951
-30.03,14,35.517136
-29.24,70,35.521142
-29.94,5,35.53724
-29.6,31,35.545595
-29.17,73,35.555319
-29.53,27,35.56031
-17.17,39,35.574662
-29.45,56,35.595465
-29.13,41,35.604935
-29.74,10,35.609935
-29.37,28,35.617176
-29.71,22,35.624658
-30.0,1,35.628939
-29.76,22,35.63694
-17.61,18,35.661504
-29.93,19,35.685391
-29.45,36,35.68939
-29.63,24,35.693697
-29.38,29,35.730331
-29.87,13,35.730331
-30.07,3,35.741352
-29.69,26,35.752472
-29.44,35,35.759823
-17.26,44,35.76783
-29.9,6,35.775505
-29.83,29,35.792506
-29.64,32,35.807575
-29.97,8,35.823727
-30.09,5,35.827339
-28.97,83,35.841706
-29.73,34,35.863847
-29.8,21,35.924596
-29.77,28,35.941268
-30.05,6,35.949332
-29.15,46,35.949332
-17.54,51,35.977988
-16.990002,48,36.018294
-29.14,73,36.030563
-29.39,25,36.043685
-30.13,24,36.049283
-4.74,24,36.078938
-29.93,4,36.094865
-28.18,86,36.107648
-29.8,26,36.128777
-28.88,45,36.136784
-29.97,13,36.16006
-29.84,10,36.168362
-29.82,13,36.188422
-29.89,40,36.208837
-30.01,12,36.237589
-49.25,48,36.245589
-29.53,39,36.255063
-29.94,25,36.271177
-30.0,6,36.271177
-29.62,28,36.275875
-29.8,16,36.304189
-29.58,29,36.329358
-30.07,23,36.35087
-28.4,121,36.358716
-29.76,22,66.695451
-29.72,32,66.798806
-28.93,109,66.821644
-17.35,37,66.849997
-29.59,45,66.874473
-29.09,65,66.91299
-29.039999,79,66.942678
-30.23,57,66.948461
-17.310001,33,66.969842
-29.68,32,66.997453
-29.96,27,67.041728
-29.66,23,67.071044
-30.03,9,67.112436
-29.76,37,67.118064
-29.84,60,67.205014
-29.77,34,67.249863
-28.56,94,67.275419
-28.72,59,67.279305
-29.85,46,67.292456
-27.56,119,67.30555
-29.69,25,67.347554
-26.53,195,67.41864
-17.510002,38,67.426859
-29.73,24,67.439537
-29.98,59,67.518026
-29.66,37,67.560674
-27.669998,93,67.560674
-28.64,67,67.560674
-28.539999,75,67.565625
-17.240002,147,67.581485
-29.7,16,67.623729
-29.46,52,67.629374
-29.84,10,67.667213
-17.430002,30,67.68359
-30.06,7,67.712211
-29.67,33,67.712211
-17.29,71,67.718318
-16.930004,51,67.722972
-30.09,15,67.770542
-49.75999,53,67.770542
-29.9,16,67.775198
-29.67,33,67.796923
-29.65,21,67.801173
-4.1499977,70,67.837853
-28.33,58,67.852408
-17.920002,9,67.872066
-30.01,7,67.880533
-29.52,33,67.931304
-29.38,44,67.943773
-29.39,39,67.950811
-17.310005,68,68.038191
-29.25,51,68.067372
-4.0999985,51,68.077018
-30.0,1,68.082072
-30.27,95,68.08649
-28.789999,45,68.104243
-18.000002,12,68.131019
-16.860004,98,68.151006
-29.96,22,68.187886
-29.93,14,68.243453
-4.4300003,79,68.255309
-29.52,63,68.283016
-17.060001,54,68.291693
-29.64,63,68.316192
-30.03,4,68.332906
-29.11,51,68.352192
-29.84,10,68.371505
-16.800001,66,68.392532
-30.04,26,68.396574
-29.66,37,68.433612
-29.41,47,68.447294
-29.68,14,68.45201
-29.94,5,68.457189
-29.9,6,68.478559
-15.830001,140,68.497506
-29.0,69,68.523608
-29.74,30,68.576241
-16.940002,47,68.588459
-29.68,33,68.60866
-28.82,68,68.629844
-17.730001,15,68.65065
-17.550001,37,68.677825
-29.81,62,68.702376
-3.4399986,83,68.715266
-30.07,13,68.732033
-30.01,2,68.742027
-29.34,45,68.768754
-29.79,15,103.840036
-16.270008,69,103.84458
-29.38,38,103.870158
-29.279999,54,103.890408
-29.79,10,103.903947
-30.01,17,103.903947
-29.85,21,103.915079
-30.0,1,103.919079
-29.48,44,103.932866
-29.91,17,103.96786
-30.08,9,103.96786
-29.59,87,104.039376
-29.86,17,104.039376
-29.66,37,104.05375
-29.14,65,104.081321
-29.46,42,104.090373
-29.86,17,104.156272
-29.71,47,104.161865
-17.14,96,104.181858
-29.85,36,104.186845
-30.19,40,104.215939
-29.77,43,104.258468
-28.76,94,104.271029
-29.86,22,104.307398
-29.68,39,104.345595
-29.68,37,104.41633
-17.100002,112,104.492871
-29.039999,82,104.492871
-17.840004,21,104.501802
-29.279999,89,104.519134
-29.5,61,104.552351
-29.86,12,104.570042
-28.73,60,104.586544
-29.38,98,104.586544
-30.15,31,104.622312
-29.96,17,104.622312
-30.0,1,104.626861
-30.01,2,104.630868
-29.96,12,104.635941
-29.98,24,104.679828
9.430023,105,104.679828
-30.21,22,104.710476
-29.119999,67,104.761615
-29.33,42,104.794508
-29.25,76,104.870865
-28.6,101,104.904932
-29.14,65,104.962714
-29.05,76,104.97556
-28.76,92,104.99067
-4.26,29,105.017437
-29.84,28,105.078443
-17.330004,90,105.231254
-31.05,61,105.244288
-29.47,123,105.257787
-17.67,14,105.303813
-30.41,87,105.340627
-29.14,80,105.356961
7.6400223,171,105.38024
-28.43,71,105.385696
-17.77,14,105.408522
-29.64,30,105.443689
-30.0,11,105.459268
-29.87,13,105.514609
-29.61,38,105.548469
-29.08,74,105.562577
-29.16,72,105.580563
-18.030006,35,105.598331
-16.820004,55,105.604019
-29.87,13,105.62205
-29.46,57,105.63938
-28.85,200,105.63938
-29.97,38,105.685949
-29.88,39,105.779064
-29.67,33,105.79509
-29.45,41,105.832481
-29.57,53,105.903766
-28.84,75,105.983814
-31.09,70,105.99945
-29.78,29,106.013506
-49.46,53,106.042839
-29.48,19,106.050513
-29.88,9,139.363448
-17.930002,20,139.38456
-30.49,96,139.44199
-17.54,41,139.44199
-29.07,63,139.44199
-29.52,43,139.478208
-30.02,13,139.488233
-29.95,31,139.583459
-28.689999,66,139.591169
-29.22,43,139.591169
-30.21,87,139.609561
-29.22,73,139.637091
-29.78,59,139.647183
-29.84,125,139.67246
-30.22,33,139.708667
-29.5,37,139.716919
-29.7,31,139.720925
-29.97,8,139.744736
-29.69,40,139.789129
-4.0699997,61,139.805445
-4.220001,51,139.816221
-29.82,43,139.823298
-34.02,97,139.826881
-29.92,18,139.889966
-29.9,31,139.914001
-29.42,49,139.914001
-29.27,38,139.921844
-29.47,58,139.921844
-29.73,14,139.939745
-29.5,36,139.943784
-29.34,30,140.023161
-17.810001,38,140.059903
-30.0,1,140.063925
-29.59,38,140.078844
-28.57,71,140.078844
-29.43,54,140.112437
-48.51,131,140.177363
-29.65,73,140.188291
-30.03,4,140.193285
-29.95,31,140.193285
-29.6,46,140.232122
-17.45,42,140.232122
-29.68,39,140.255334
-29.96,7,140.259872
-29.73,44,140.346616
-49.57,39,140.371916
-29.22,43,140.526979
-16.95,77,140.534608
-29.98,4,140.543187
-30.07,8,140.571368
-30.16,107,140.578411
-14.810003,172,140.647411
-28.23,200,140.669143
-47.809998,136,140.683869
-29.76,22,140.732909
-29.95,56,140.745609
-29.98,49,140.76363
-30.01,7,140.772285
-17.840002,121,140.795251
-17.48,30,140.849299
-29.56,77,140.864218
-29.93,24,140.864218
-28.82,78,140.971069
-27.59,200,140.999265
-16.060001,70,141.064978
-17.380001,70,141.129446
-28.74,98,141.137443
-2.6200008,138,141.210238
-17.58,65,178.248672
-29.96,12,178.262024
-29.77,33,178.266162
-28.98,110,178.281965
-30.05,11,178.301242
-16.980003,47,178.304966
-29.8,21,178.371125
-29.92,23,178.374803
-30.06,2,178.382696
-27.9,160,178.434643
-29.74,70,178.516994
-30.1,96,178.570985
-29.51,42,178.578182
-27.65,100,178.59667
-17.050003,63,178.597672
-30.27,68,178.604644
-29.259998,160,178.62625
-29.77,28,178.666333
-27.0,200,178.682829
-28.38,73,178.890354
-28.66,107,178.899965
-30.05,99,178.962793
-30.0,1,178.966468
-29.39,107,179.080627
-30.99,70,179.258584
-27.240002,177,179.263584
-28.369999,92,179.280361
-16.670002,109,179.339859
-49.059998,73,179.381995
-28.349998,200,179.381995
-15.880003,199,179.387105
-29.93,34,179.398765
-17.470007,40,179.425426
-29.5,28,179.454778
-28.779999,43,179.454778
-28.689999,200,179.477939
-30.75,27,179.530767
-17.640003,41,179.546471
-30.05,6,179.555121
-29.55,44,179.646769
-29.67,78,179.687097
-30.72,84,179.730739
-29.89,40,179.847942
-48.70999,87,179.893634
-16.140007,152,179.985829
-28.869999,73,180.021133
-30.04,10,180.027167
-29.51,162,180.097707
-4.4400043,67,180.116465
-30.34,133,180.175366
-29.33,81,216.926873
-27.740002,200,216.973615
-32.440002,200,217.11844
-17.100006,113,217.262368
-18.400002,117,217.453027
-17.210003,52,217.496258
-30.49,144,217.505665
-2.1800003,116,217.527175
-30.41,92,217.536486
-29.95,11,217.545402
-27.79,200,217.650573
-28.3,159,217.68585
-3.829998,43,217.701513
-30.73,200,217.736728
-29.67,23,217.755491
-16.750008,51,217.759846
-29.66,57,217.800775
-29.99,15,217.822663
-17.66,73,217.862352
-29.89,15,217.893491
-28.7,52,217.992992
-29.4,66,218.001996
-30.109999,126,218.029905
-29.94,10,218.040622
-30.54,51,218.040622
-30.08,9,218.080113
-29.64,120,218.243943
-28.97,56,218.302436
-30.0,1,218.307649
-29.64,95,218.474689
-30.58,89,218.486853
-27.82,167,218.543261
-28.25,200,218.88227
-27.24,200,218.935315
-30.01,2,218.953081
-3.8000011,82,219.053192
-27.19,200,219.277477
-30.01,7,219.336208
-28.35,146,219.493637
-27.04,183,219.519387
-29.39,200,219.560015
-30.04,5,219.560015
-28.58,86,219.608004
-29.83,9,219.682305
-16.980003,45,260.423268
-28.939999,200,260.448296
-17.140003,56,260.488454
-29.81,27,260.53807
-17.210001,128,260.640249
-29.5,36,260.660832
-17.150002,52,260.665137
-38.70001,193,260.70738
-29.9,6,260.728892
-27.080002,200,260.77379
-15.700009,177,260.951791
-28.26,200,260.976964
-30.06,12,261.018656
-29.380001,200,261.104072
-29.91,17,261.167494
-29.14,119,261.188238
-28.31,156,261.206215
-5.6100044,33,261.294555
-29.439999,200,261.349212
-30.0,200,261.379199
-30.09,200,261.450136
-30.33,49,261.480844
-30.04,40,261.597604
-3.6099987,108,261.611412
-17.96,3,261.624382
-30.689999,200,261.696201
-28.2,200,261.775235
-17.12,49,261.790774
-17.010002,105,261.88693
-28.24,200,261.95827
-3.6899967,91,261.977773
-17.65001,62,262.012755
-26.900002,196,262.092093
-14.550014,211,262.170446
-17.010002,48,262.182109
-48.649994,134,262.19716
-17.28,88,262.208362
-16.290005,123,292.329741
-28.68,109,292.603438
-6.3399963,114,292.630026
-28.83,129,292.697088
-28.849998,200,292.700924
-29.51,133,292.700924
-27.95,200,292.719635
-30.1,11,292.733048
-29.62,23,292.774912
-29.96,17,292.789361
-28.69,200,292.823628
-3.58,92,292.897472
-31.95,200,292.964019
-37.28001,87,293.012866
-4.840006,135,293.080965
-17.63,55,293.096161
-28.57,143,293.324794
-16.9,82,293.386203
-30.029999,200,293.39474
-29.89,200,293.476012
-27.390001,200,293.491807
-27.44,200,293.67978
-16.96001,83,293.683949
-31.42,200,293.725418
-29.249998,200,293.794973
-4.83,75,293.998477
-5.6899967,142,294.002791
-16.590008,66,294.03844
-27.32,200,294.050067
-2.5900002,112,324.991139
-17.070007,199,325.01522
-15.240005,181,325.033013
-29.67,93,325.224692
-28.490002,200,325.287381
-16.710003,110,325.314637
-29.82,99,325.329638
-3.9799747,153,325.424427
-17.400002,37,325.439395
-28.5,200,325.62668
-29.039999,75,325.676689
-43.59,200,325.687379
-31.92,200,325.704195
-17.34,46,325.841267
-29.039999,172,325.865841
-30.15,200,325.901832
-15.21003,176,326.053766
-29.58,49,326.093079
10.490036,236,326.156054
-18.59,94,326.222144
-2.9299965,157,326.250701
-28.849998,200,326.354415
-30.2,144,326.383893
-28.34,200,326.440591
-4.4499874,105,326.447607
-28.88,200,367.770412
-50.069992,134,367.786114
-16.450005,122,367.83493
-30.079998,200,367.83493
-27.27,200,367.906562
-29.49,200,367.938879
-30.02,8,367.974839
-14.330019,182,368.016614
-28.57,58,368.078461
-31.039999,195,368.130915
-16.410007,96,368.177796
-29.94,120,368.253696
-30.07,73,368.357795
-49.439972,170,368.573476
-30.16,200,368.620547
-17.89,127,368.740802
-28.949999,200,368.753626
-29.189999,200,368.797248
-29.13,200,368.95485
-18.630005,231,369.034943
-28.81,74,369.044689
-28.789999,200,369.153061
-28.079998,159,369.268452
-27.7,200,369.407298
-28.09,200,369.621459
-16.61,138,369.663313
-28.45,200,369.668485
-16.140003,91,369.833493
-26.100002,200,369.851866
-17.990002,6,403.321365
-31.090002,200,403.364457
-26.990002,200,403.463912
-4.0400066,103,403.513263
-3.409998,126,403.556185
-27.41,200,403.556185
-16.780003,73,403.700622
-16.870003,119,403.714708
-29.31,57,403.74058
-36.16,146,403.873612
-30.609999,200,403.933878
-29.94,20,403.944672
7.620037,100,403.949729
-26.81,200,404.165059
-17.320002,79,404.254327
-37.010002,200,404.393358
-16.230001,140,404.504242
-30.3,200,404.59681
-27.49,200,404.73159
-16.500004,122,404.751005
-18.38002,250,404.821752
-30.28,169,404.841734
-29.44,53,404.949424
-17.220001,49,405.006974
-30.0,31,405.071013
-16.230001,148,405.080637
24.970158,340,405.125448
-26.73,200,405.186216
-4.609997,29,405.197835
-17.020006,79,405.31783
-17.360008,230,438.86584
-15.790001,129,438.967265
-3.2099972,203,439.031171
-15.960002,128,439.101206
-29.77,136,439.124503
-0.19000053,270,439.199239
-28.69,200,439.333923
-27.689999,200,439.551779
-29.319998,200,439.74082
-48.90998,170,439.832365
-26.24,200,439.89178
-28.849998,182,439.97454
-28.529999,200,439.980329
-0.45998764,253,440.054391
-3.749998,59,440.140906
-28.38,200,440.189295
-15.490018,122,440.352217
-27.79,200,440.399102
-26.560001,200,440.589874
-1.560009,157,440.898931
-33.04,200,440.924682
-28.740002,200,440.931162
-30.39,200,475.965974
-28.94,200,476.074654
-16.89001,86,476.209935
-29.46,200,476.218266
-6.3000145,147,476.230817
-28.49,200,476.266729
-16.14001,108,476.301389
-26.86,200,476.640188
-27.43,200,476.725965
-32.99,200,476.843094
-29.089998,200,476.985314
-27.49,200,476.995959
-2.340002,201,477.011785
-28.59,200,477.04109
-3.8999805,239,477.228999
-28.8,63,477.241426
-29.72,200,477.419404
-29.679998,194,477.484594
-17.710003,63,477.489616
-16.980001,156,477.621977
-30.41,200,477.630918
-26.78,200,477.778061
11.18026,263,513.275943
-48.34999,170,513.292344
22.720097,231,513.359411
-29.02,155,513.48423
-28.4,200,513.676506
24.580116,237,513.68682
-15.880007,166,513.697503
-17.140001,51,513.909616
-16.259998,97,513.923502
-0.60993767,300,513.976035
-3.5900135,167,514.045576
-28.769999,153,514.055077
-14.620015,250,514.427699
-26.960001,200,514.577354
-27.67,200,514.586591
-26.35,200,514.805309
-15.620008,191,514.958443
-3.2199917,193,514.958443
-19.01001,250,515.291738
10.540157,306,515.639331
-17.640013,176,515.782699
-16.750004,122,548.754761
-16.120003,167,548.825569
-14.500014,250,548.825752
-4.539999,117,548.878694
-27.31,164,548.900381
10.800091,281,549.070197
-27.69,200,549.348428
-3.5800037,216,549.471415
-27.55,200,549.558423
-28.46,200,549.558423
-27.71,200,549.633024
-29.289999,200,549.81021
12.970188,312,549.901386
-30.0,1,549.906221
-15.800015,114,549.992739
-15.740026,191,550.064521
24.060154,319,550.06919
-17.930008,170,550.114038
-3.8400211,183,550.256267
-17.020002,74,550.351516
-16.980007,120,550.368997
-27.260002,200,550.580515
-0.8599739,270,584.372822
-27.84,200,584.477481
-27.550001,140,584.515187
-27.7,200,584.609263
22.55006,219,584.63255
-27.150002,200,584.872869
-12.609987,250,585.064821
-28.240002,200,585.105677
-29.589998,200,585.352545
10.150024,179,585.387282
-16.730003,130,585.438146
-5.3600025,262,585.489235
0.25997353,260,585.583214
-16.520008,126,585.668696
-30.24,200,585.950202
-27.12,200,586.23829
-26.62,200,586.385175
-16.400015,122,586.508156
-14.370023,250,586.513143
-29.46,200,586.567623
-15.660011,230,619.86995
53.179955,497,620.001317
-8.939947,320,620.065093
9.680107,156,620.124578
9.310043,164,620.355084
-28.32,200,620.476444
22.500092,239,620.6715
-29.719997,200,620.714119
-1.7400074,300,620.752023
-17.320011,74,620.757436
-29.039999,200,620.787573
-26.5,200,620.855201
10.620068,320,621.029292
-17.18,55,621.066786
-28.74,200,621.110378
19.830051,171,621.335044
-28.31,200,621.527769
-15.710034,239,621.685071
-18.810017,250,651.525773
-25.980001,200,651.571993
-26.390001,200,651.652802
38.9401,342,651.80842
-1.6600266,260,651.843976
-15.770007,191,651.843976
-28.9,87,651.994757
-28.8,200,652.078091
-28.949999,126,652.351825
-28.33,200,652.369855
-14.740027,236,652.391573
-14.920005,236,652.471376
-28.44,200,652.629591
-31.84,200,652.839164
-16.700008,103,652.923188
-34.969963,220,653.020253
-51.579994,170,653.121396
12.20015,350,653.361374
-16.850002,98,653.386819
-14.980015,250,653.537852
-29.94,200,653.569541
-27.21,200,687.380064
-16.34002,141,687.39111
11.430084,315,687.39111
-30.16,200,687.526066
-4.3699913,107,687.772516
-27.099998,200,687.930217
-14.850031,226,688.054178
-3.2299938,300,688.202237
11.92017,330,688.302178
-15.440023,250,688.344498
-16.580006,250,688.344498
-49.529995,170,688.437976
-4.199993,46,688.523852
-0.6399307,270,688.568196
-28.240002,200,688.698552
-28.070002,200,688.967489
-4.4900055,137,689.048906
-48.399994,170,689.091174
-3.3599415,270,720.544147
-1.919939,229,720.651954
-26.51,200,720.678243
10.470097,320,720.783165
49.600143,395,720.787972
-46.820007,170,720.841905
-28.28,168,721.244819
-14.570016,250,721.270755
-0.20999336,270,721.405575
-27.670002,200,721.506388
-27.400002,200,721.655068
-27.59,200,721.712183
-3.1999989,217,721.725703
-15.0300255,250,721.755033
-28.45,200,722.123921
-1.6099777,258,722.336287
-27.71,200,722.344594
-3.4699879,203,722.684998
-28.060001,200,722.736993
-2.219986,300,753.902241
-2.2399483,270,754.005741
12.150177,275,754.085783
-28.39,200,754.170609
-28.33,200,754.385669
-28.63,200,754.395266
-26.480001,200,754.617059
-28.44,200,754.69218
-13.4400215,237,754.732209
-47.34,189,754.836206
-14.980015,250,755.002344
-26.960001,200,755.181334
-4.28001,114,755.464373
-8.769987,290,755.552218
10.2401085,350,755.575638
0.7899971,262,755.671662
-13.600029,236,755.688114
-1.1099339,250,755.84988
24.970097,362,787.051572
-27.230001,200,787.24726
-13.690016,250,787.35803
9.690178,350,787.477978
-35.130013,222,787.624636
-0.41998863,270,787.636869
-7.599823,267,787.641357
-1.8599949,300,787.66432
-15.210025,250,788.069281
-28.19,200,788.192189
-14.740034,229,788.197841
-27.740002,200,788.320604
-27.630001,200,788.487896
-27.91,200,788.50078
-28.64,200,788.504977
-27.79,200,788.529678
-27.410002,200,788.900318
-26.5,200,819.972073
-14.700028,250,820.146967
-27.6,200,820.211388
-26.61,200,820.222526
-28.89,200,820.226856
-1.9300156,300,820.431367
-27.27,200,820.578814
10.160244,301,820.606948
-27.470001,200,820.68757
-14.770029,250,821.122091
11.690212,272,821.137018
-14.36002,250,821.137018
11.710159,320,821.398062
1.2100029,270,821.432932
-1.5999851,258,821.546046
10.590252,293,850.510705
10.350182,320,850.533945
-26.98,200,850.633014
-14.77004,208,850.668711
-17.330002,40,850.710752
-1.3199787,300,851.094681
-4.649992,117,851.239717
-26.86,200,851.454972
-2.7299995,300,851.48282
-29.33,200,851.593099
-0.6099796,300,851.626527
-27.12,200,851.673879
-28.699999,61,851.774668
24.420204,400,851.911119
-29.42,63,851.916557
-27.82,200,852.040661
-15.760006,250,852.659969
-35.920017,220,852.779608
-14.090026,250,852.890006
-25.93,200,853.048467
-26.94,200,881.838403
38.07019,378,881.863722
9.140007,84,881.874383
-1.4300003,300,881.997462
-0.3500061,300,882.101535
-27.85,138,882.123092
-16.540012,116,882.161515
-28.82,66,882.395757
-15.010027,250,882.566806
-26.390001,200,882.590895
-15.390031,224,882.642373
-13.740021,250,882.767577
-27.640001,200,882.857467
-2.649969,252,882.921316
-27.6,200,883.171721
-0.31999397,300,883.240924
-28.71,122,883.267484
-27.28,200,883.386376
-28.06,200,883.414108
-29.49,30,883.544512
-29.57,48,883.598377
-29.76,36,883.701524
-26.930002,200,883.715365
-16.950016,107,883.720465
-15.130011,126,916.964134
-14.230026,250,917.114901
-26.78,200,917.158209
24.850132,343,917.203608
21.670021,144,917.320432
-28.46,122,917.329628
-28.859999,200,917.64513
-28.310001,200,917.745576
-36.230026,176,917.850455
-29.39,200,917.903384
-29.78,24,917.998327
-27.41,114,918.098499
-28.929998,200,918.106852
10.430252,331,918.159524
-8.499979,278,918.295498
-1.2899952,270,918.37919
-28.14,200,918.514323
-14.680032,244,918.81971
-34.54002,220,918.878365
-27.0,200,918.91008
-15.790018,174,949.98254
-27.92,168,950.043371
-14.880014,250,950.073474
-1.0399952,270,950.201198
9.4700165,199,950.277162
-15.580004,170,950.568866
-27.73,200,950.595832
-14.590031,224,950.6544
-15.280014,250,950.699073
-2.3299503,259,950.959545
-30.99,200,950.996204
-23.159986,270,951.038141
-28.170002,200,951.356509
-15.840003,172,951.365643
-14.870028,212,951.377186
-26.99,200,951.42593
-17.710003,18,951.43956
51.589905,420,951.801234
-34.869987,220,951.863268
-3.2100086,205,951.880929
-2.8700047,154,985.389689
-28.67,78,985.555082
-26.720001,200,985.617842
12.540077,320,985.659947
-15.270025,250,985.746672
-16.410004,66,985.917352
-14.820003,201,986.018181
-29.95,6,986.042935
12.13015,312,986.066297
-26.52,200,986.181054
-0.41997147,270,986.248876
-30.08,19,986.32947
-15.820006,132,986.622621
22.900043,262,986.645025
-14.580015,250,986.665491
-15.88002,250,986.823528
-4.0499954,46,986.843169
-1.4399872,210,986.84367
-25.230001,200,986.980252
-28.55,126,987.23597
-27.550001,200,987.254934
-2.8399506,253,987.339014
-4.829994,66,1019.364351
9.160103,144,1019.437321
-34.43002,210,1019.441776
-29.87,18,1019.512591
-27.119999,200,1019.530845
-27.94,200,1019.544595
-18.150005,22,1019.590644
-29.56,55,1019.745749
-27.1,200,1019.879713
-0.029975891,300,1019.931607
-35.28003,171,1020.030206
-15.530018,175,1020.326648
35.269966,246,1020.452171
-15.950005,163,1020.452171
11.410118,318,1020.489494
-17.100002,42,1020.639029
-27.430002,200,1020.804272
-29.58,24,1020.898893
-14.510022,250,1020.955455
-14.87003,230,1021.007077
24.620186,360,1021.023484
-27.57,200,1021.153001
-29.019999,78,1021.347347
-34.370026,231,1054.308378
-28.289999,200,1054.320177
-14.300017,250,1054.34982
-27.69,200,1054.595439
-1.7400265,235,1054.668188
-34.97999,220,1054.844733
-27.54,200,1054.935744
12.260109,350,1055.167558
25.400013,315,1055.408436
11.280132,338,1055.499927
22.78011,258,1055.574538
-29.33,54,1055.608371
-1.6199512,270,1055.816527
11.300037,188,1055.867488
27.830109,370,1055.951315
12.220146,306,1056.086947
-16.540007,88,1082.463803
64.78985,510,1082.507337
-14.440021,218,1082.643256
-27.79,200,1082.679662
-15.280015,144,1082.709211
-29.63,24,1082.795503
-29.09,60,1082.859967
-27.1,200,1082.97713
